Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_T6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_T6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Peak_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7
WASP-12b_00057_bdf.fits,0,56319.537943,2456319.537943,2456319.537365,2456319.542817,2456319.543582,1.243583,53.469810,-19.980000,100,6.509110,29.672297,19.343846,18,32,48,0.230929,0.314480,0.252674,0.353905,0.192938,0.165936,0.157300,0.000327,0.000452,0.000400,0.000488,0.000352,0.000295,0.000325,705.219885,695.577991,632.401924,725.476034,548.204216,563.398077,484.061454,5070880.245742,3223.119541,2400.266569,2081.767338,6.509098,29.672301,1171014.937750,1017.876020,1484.333542,5308.573730,1137.583345,3471,20.478070,18.071152,312.356026,0.993597,897570.064643,1876.215269,2196.429128,6.513394,29.660021,1213173.357860,1495.214167,5497.495117,1137.820085,20.456652,18.104005,311.463709,0.993583,960587.592438,2744.819622,1401.234420,6.506274,29.745036,1022835.352986,1444.246685,5154.515625,1135.431648,19.577731,17.616658,313.521356,0.992773,768535.706574,3796.112216,2013.482059,6.497660,29.679280,1325507.194614,1526.031255,6710.971191,1140.356475,17.661488,16.821277,300.175082,0.992564,1575465.427194,1814.688666,2304.347796,6.513898,29.648485,820130.814020,1386.715956,4177.535156,1135.242516,20.396679,18.061387,310.162246,0.993069,444396.206412,2866.054034,331.041713,6.505300,29.859539,841440.659024,1394.463312,5079.324707,1136.530347,16.484245,16.305632,324.140035,0.989724,733747.604692,2431.339780,1751.720269,6.508844,29.707576,689233.526261,1347.305884,3621.845459,1134.420378,20.352055,18.001502,312.341911,0.994242,318954.577489
WASP-12b_00058_bdf.fits,0,56319.539322,2456319.539322,2456319.538744,2456319.544196,2456319.544961,1.237392,53.860079,-20.010000,100,6.509110,29.672297,20.339220,18,32,48,0.231109,0.313317,0.253316,0.355865,0.192552,0.165692,0.156588,0.000331,0.000456,0.000404,0.000495,0.000356,0.000297,0.000328,697.466278,686.634714,626.613986,718.672719,540.627974,557.072948,477.057690,5007377.448167,3219.404325,2401.632984,2079.357160,6.509098,29.672314,1157249.596716,1017.876020,1483.045484,4544.349609,1140.275052,3472,21.452569,18.585259,306.172279,0.994857,734438.254902,1877.508431,2194.114309,6.513395,29.660026,1194607.525100,1492.707071,4670.024414,1141.200098,21.472731,18.580621,305.840489,0.994242,780620.211790,2746.270816,1398.857372,6.506274,29.745051,1012074.318114,1441.142344,4393.320312,1140.210439,20.525929,18.142724,309.171749,0.993863,625713.836188,3797.614967,2011.114806,6.497660,29.679283,1314253.180284,1525.207345,5865.572754,1145.426652,18.796428,17.360167,296.645599,0.993166,1299038.876406,1816.092131,2301.989605,6.513898,29.648494,808502.670386,1386.910724,3561.267578,1139.040117,21.559815,18.567693,306.777870,0.995089,356250.455786,2867.512141,328.786967,6.505299,29.859559,829682.528685,1390.556713,4498.184570,1139.618380,17.420663,16.937637,321.067083,0.990830,592064.199018,2432.745342,1749.344552,6.508843,29.707588,677939.754283,1345.258247,3249.584717,1137.843048,21.146407,18.458568,305.957076,0.994780,258924.538653
WASP-12b_00059_bdf.fits,0,56319.540702,2456319.540702,2456319.540123,2456319.545575,2456319.546340,1.231320,54.250308,-20.040000,100,6.509110,29.672297,21.446150,18,32,48,0.230678,0.313187,0.252824,0.357180,0.192453,0.165689,0.156246,0.000338,0.000466,0.000413,0.000508,0.000364,0.000305,0.000336,682.074453,671.930293,611.705209,703.421950,528.808022,543.088684,465.384136,4906774.795598,3226.336573,2401.065210,2080.489457,6.509098,29.672322,1131882.826154,1017.876020,1483.221478,3944.104004,1164.032494,3491,22.522660,19.274923,302.332035,0.992408,556176.255891,1877.040270,2195.225822,6.513394,29.660034,1170235.273732,1493.655564,4009.439941,1165.430537,22.736004,19.280813,303.228577,0.993211,589471.781636,2745.635536,1399.939190,6.506274,29.745066,990202.826419,1445.170542,3701.318115,1161.470921,21.723671,18.869350,305.038799,0.992012,475597.283972,3797.047128,2012.320353,6.497660,29.679288,1291354.245590,1529.995536,5114.063965,1168.794207,19.745294,18.148111,295.185167,0.990223,1008095.546349,1815.518381,2303.234560,6.513898,29.648488,791917.977530,1388.723962,3100.465332,1162.408268,22.491094,19.283372,302.048696,0.992268,273248.583361,2866.883023,329.971608,6.505299,29.859570,812997.149293,1398.288283,3714.532959,1163.426396,18.600309,17.812407,314.614389,0.991159,445618.897184,2432.184656,1750.463675,6.508843,29.707598,663064.472327,1349.178365,2854.494629,1160.687826,22.304017,19.172305,303.526508,0.992564,197849.378061
WASP-12b_00060_bdf.fits,0,56319.542081,2456319.542081,2456319.541502,2456319.546955,2456319.547719,1.225364,54.640522,-20.040000,100,6.509110,29.672297,19.990510,18,32,48,0.231069,0.313325,0.252782,0.355361,0.193175,0.166435,0.156820,0.000334,0.000459,0.000407,0.000498,0.000359,0.000300,0.000332,691.174760,681.893873,620.756915,713.583674,537.843301,554.249001,472.699590,5019547.559383,3251.900836,2399.140735,2078.305547,6.509097,29.672309,1159864.125756,1017.876020,1500.471070,4667.941895,1175.512958,3372,21.026496,18.556809,309.883379,0.994377,731459.674569,1875.041613,2193.026416,6.513394,29.660023,1197531.791650,1506.239083,4832.101074,1179.184713,21.199663,18.569057,309.299610,0.994113,777165.017173,2743.620509,1397.767968,6.506274,29.745046,1012825.623704,1456.703500,4543.758789,1174.014385,20.255760,18.153917,313.044332,0.993415,627116.903083,3794.910066,2010.105776,6.497660,29.679281,1316070.163680,1537.755899,5810.782715,1178.438714,18.464837,17.437724,300.688323,0.992673,1277822.075132,1813.564396,2300.914735,6.513897,29.648491,812663.357225,1400.572944,3625.491699,1176.528661,21.104450,18.551722,310.011835,0.994148,360279.979085,2864.786857,327.631374,6.505299,29.859551,835427.351075,1406.793013,4528.988770,1177.383741,17.082060,16.979692,324.127600,0.990243,594673.593530,2430.220503,1748.219883,6.508843,29.707588,680456.623124,1363.018711,3272.410889,1173.279155,20.800306,18.435139,310.941120,0.994793,261629.329358
WASP-12b_00061_bdf.fits,0,56319.543460,2456319.543460,2456319.542881,2456319.548334,2456319.549098,1.219521,55.030683,-20.030000,100,6.509110,29.672297,20.005291,18,32,48,0.230924,0.313824,0.252682,0.354637,0.193240,0.166020,0.156984,0.000335,0.000463,0.000409,0.000500,0.000361,0.000302,0.000333,689.004145,677.567043,617.486933,709.707482,535.555610,549.604975,471.815568,5028078.574255,3273.688077,2400.174584,2080.615235,6.509098,29.672311,1161104.463368,1017.876020,1506.113266,4605.914062,1202.476468,3511,21.183105,18.499544,342.850944,0.997000,739404.425972,1876.170158,2195.371984,6.513393,29.660024,1201021.800064,1521.314605,4655.645996,1208.833671,21.219187,18.526033,341.523210,0.997392,782620.722364,2744.754691,1400.012675,6.506273,29.745054,1014226.443386,1466.593997,4463.796387,1201.392954,20.082778,18.039423,341.925515,0.995314,637187.120917,3795.928027,2012.283579,6.497659,29.679278,1316325.159128,1546.999119,5816.032227,1207.205506,18.383459,17.295274,331.541364,0.998553,1312776.595561,1814.662254,2303.256589,6.513897,29.648492,814275.242266,1409.136545,3574.531250,1205.444044,21.269616,18.518547,341.906743,0.997040,361063.657051,2865.985343,329.857606,6.505298,29.859562,834761.546937,1418.267474,4453.778320,1209.219729,17.024521,16.883050,345.760602,0.989433,602915.992461,2431.286050,1750.545579,6.508843,29.707590,682229.929411,1368.526750,3246.979980,1197.731258,20.874373,18.388143,340.742558,0.996902,264870.733197
WASP-12b_00062_bdf.fits,0,56319.544839,2456319.544839,2456319.544260,2456319.549713,2456319.550477,1.213791,55.420751,-20.000000,100,6.509110,29.672297,20.597503,18,32,48,0.231299,0.314038,0.252950,0.355439,0.193138,0.165934,0.156101,0.000335,0.000463,0.000410,0.000501,0.000362,0.000303,0.000333,689.572072,678.515671,617.321353,709.413697,534.236529,548.306944,469.351013,5059902.013598,3296.951737,2401.268511,2082.017535,6.509099,29.672301,1170350.152379,1017.876020,1516.244939,4767.650391,1223.600483,3492,21.655597,18.680291,30.362231,0.993404,741249.569471,1877.297511,2196.748261,6.513394,29.660012,1209251.512972,1527.900203,4746.574219,1230.657768,21.946468,18.739491,31.701347,0.994317,775208.738528,2745.704288,1401.505246,6.506275,29.745035,1021512.234958,1477.271897,4602.834473,1223.516927,20.576872,18.287506,28.359122,0.994205,629332.682849,3797.141440,2013.827990,6.497660,29.679284,1326867.011244,1559.586431,5971.421387,1234.973798,18.970944,17.432488,45.296921,0.993211,1316929.932407,1815.821785,2304.575449,6.513898,29.648487,819065.870089,1421.425948,3698.732422,1230.239085,21.879661,18.745901,30.753101,0.994574,353413.594260,2866.927048,331.385816,6.505299,29.859530,839610.899041,1430.217447,4625.858887,1239.712238,17.595875,17.016104,16.779744,0.989065,595902.463901,2432.358079,1751.997693,6.508844,29.707573,683205.384335,1378.520188,3354.394287,1221.550006,21.557107,18.609561,30.045251,0.993913,257794.828772
WASP-12b_00063_bdf.fits,0,56319.546218,2456319.546218,2456319.545639,2456319.551092,2456319.551856,1.208171,55.810769,-19.990000,100,6.509110,29.672297,20.168405,18,32,48,0.230973,0.313707,0.252866,0.355102,0.193452,0.165870,0.156379,0.000336,0.000464,0.000410,0.000501,0.000363,0.000304,0.000333,687.586703,675.870202,616.468841,708.318546,533.607510,545.751908,469.097692,5059378.296187,3303.115012,2398.813947,2080.323145,6.509098,29.672298,1168578.121460,1017.876020,1518.670584,4957.546875,1233.729432,3533,21.318287,18.657877,80.615243,0.999525,741657.533909,1874.753639,2195.015616,6.513394,29.660014,1208156.570843,1534.017947,5008.559570,1242.627801,21.368366,18.678863,76.123458,0.999402,783206.175748,2743.344316,1399.822907,6.506274,29.745033,1021135.588953,1478.472742,4746.601074,1237.112575,20.274911,18.228969,272.617830,0.999794,641479.362741,3794.561588,2012.005276,6.497660,29.679281,1325801.832381,1560.350852,6333.477539,1247.979101,18.584517,17.428378,83.606354,0.998167,1314134.508994,1813.338394,2302.896000,6.513897,29.648482,820097.104647,1424.669011,3851.836182,1240.171985,21.445969,18.694303,84.631898,0.999195,360371.176303,2864.485793,329.701752,6.505299,29.859538,839197.824427,1436.771987,4826.067383,1258.054191,17.154384,16.973268,347.920998,0.999612,611505.776764,2429.854959,1750.304863,6.508844,29.707571,684187.199364,1380.977732,3504.004639,1230.647017,21.032401,18.592613,81.167307,0.999287,262366.162155
WASP-12b_00064_bdf.fits,0,56319.547597,2456319.547597,2456319.547019,2456319.552471,2456319.553235,1.202660,56.200699,-20.010000,100,6.509110,29.672297,18.628676,18,32,48,0.230966,0.312656,0.254012,0.354770,0.193015,0.165950,0.156872,0.000336,0.000463,0.000412,0.000503,0.000363,0.000306,0.000335,687.610374,674.761513,616.166272,705.653224,532.025185,542.681429,468.532918,5077726.129338,3322.557781,2403.082032,2082.690175,6.509098,29.672308,1172782.574582,1017.876020,1523.201626,5272.853027,1249.431007,3453,19.882278,18.035026,41.174442,0.991871,877902.200481,1879.099889,2197.477060,6.513394,29.660016,1209442.823350,1537.763297,5266.635254,1256.276855,20.149808,18.145200,42.010346,0.991496,908038.351069,2747.611145,1402.159376,6.506274,29.745042,1028540.588917,1489.025777,5181.380859,1258.531667,18.664776,17.616590,41.063040,0.992537,759573.504993,3798.902142,2014.405452,6.497660,29.679280,1329691.135638,1572.416725,6936.128418,1273.490113,16.946443,16.892332,53.487086,0.989477,1533390.219759,1817.633120,2305.344832,6.513897,29.648486,821512.621055,1431.571730,4028.125977,1254.032228,20.152399,18.123809,40.941324,0.992491,423213.687615,2868.619448,332.037980,6.505300,29.859543,842648.128060,1451.555061,5232.967285,1286.965838,14.856180,16.446567,31.980696,0.992843,702839.216632,2434.188430,1752.677253,6.508843,29.707579,688538.960379,1391.252856,3643.477783,1247.678941,19.748845,18.016814,41.384100,0.991694,306788.076127
WASP-12b_00065_bdf.fits,0,56319.548976,2456319.548976,2456319.548398,2456319.553850,2456319.554614,1.197255,56.590505,-20.030000,100,6.509110,29.672297,19.028237,18,32,48,0.231893,0.314354,0.253097,0.353564,0.193194,0.165137,0.157046,0.000332,0.000458,0.000406,0.000495,0.000358,0.000301,0.000330,698.149466,686.673888,624.068104,714.476990,540.192950,549.521009,476.607507,5189940.080024,3346.233587,2399.838361,2081.052494,6.509098,29.672293,1203512.310256,1017.876020,1539.339806,5811.502441,1262.655573,3542,20.178401,17.584891,22.511444,0.999949,1080130.518690,1875.923316,2195.654795,6.513393,29.660021,1241276.443562,1548.592377,5704.287109,1268.219573,20.213321,17.582609,56.534123,0.999821,1148657.137333,2744.413686,1400.436888,6.506274,29.745039,1048248.092498,1499.377745,5385.702148,1275.455806,19.289814,17.131440,18.469051,0.999897,908286.997248,3795.716081,2012.823861,6.497659,29.679271,1355662.762293,1585.821532,7837.578613,1292.658782,17.441252,16.229904,67.904157,0.997948,1871122.292871,1814.472011,2303.563053,6.513897,29.648487,840320.763169,1442.068849,4356.833008,1267.478679,20.079296,17.538422,56.812626,0.999848,533168.174505,2865.532141,330.387016,6.505299,29.859538,857050.541761,1458.458084,5440.815430,1306.887166,16.267461,15.816519,352.668952,0.997468,837652.580962,2430.947709,1750.902440,6.508844,29.707580,704432.018503,1398.790459,3913.770508,1263.168123,19.728115,17.405673,30.923514,0.999750,385965.835016
WASP-12b_00066_bdf.fits,0,56319.550356,2456319.550356,2456319.549777,2456319.555229,2456319.555993,1.191954,56.980192,-20.010000,100,6.509110,29.672297,18.974108,18,32,48,0.231247,0.314094,0.252418,0.353759,0.193415,0.165345,0.157476,0.000332,0.000459,0.000406,0.000496,0.000359,0.000301,0.000331,695.708142,684.494321,621.103669,713.108067,538.838762,548.827824,476.391864,5178805.141542,3348.204328,2399.863471,2080.435923,6.509097,29.672299,1197581.161050,1017.876020,1537.427843,5810.086426,1268.346651,3578,20.031226,17.685876,304.435803,0.999799,1077922.553476,1875.954414,2195.211585,6.513392,29.660011,1237834.670149,1549.582911,6147.503906,1273.395795,20.189802,17.662355,301.206983,0.999370,1157008.103627,2744.472976,1399.946037,6.506273,29.745026,1043761.168399,1501.118952,5494.038086,1279.631925,18.926710,17.167979,319.587025,0.999677,918112.423988,3795.727655,2012.091299,6.497659,29.679282,1353304.317218,1585.253960,7476.722168,1294.154791,17.610814,16.322670,273.018955,0.998594,1833193.250369,1814.475102,2303.104252,6.513896,29.648478,839322.472482,1443.915441,4461.375488,1272.748439,20.039187,17.637068,297.610533,0.999309,537009.642720,2865.696133,329.841508,6.505298,29.859506,856288.567007,1458.692575,5950.481934,1308.557555,16.180848,15.788121,348.828760,0.997579,866895.130932,2430.997352,1750.459281,6.508843,29.707565,704582.513294,1399.280171,3961.932373,1267.354389,19.840168,17.511173,291.508497,0.999726,384202.383810
WASP-12b_00067_bdf.fits,0,56319.551735,2456319.551735,2456319.551156,2456319.556608,2456319.557372,1.186757,57.369733,-19.960000,100,6.509110,29.672297,19.103073,18,32,48,0.231360,0.313681,0.253725,0.355227,0.192653,0.165320,0.156328,0.000338,0.000466,0.000414,0.000506,0.000364,0.000307,0.000336,685.006707,672.982235,613.141481,702.123397,529.317980,538.239083,464.936267,5104185.745113,3355.436956,2403.033033,2082.105066,6.509098,29.672300,1180902.037912,1017.876020,1539.241984,5313.591797,1287.016122,3468,20.318707,17.889714,38.364107,0.999431,936204.478298,1878.945510,2196.833458,6.513394,29.660016,1218777.280677,1552.080912,5389.935059,1292.884305,20.183360,17.945971,43.164211,0.999060,983241.701289,2747.596486,1401.518225,6.506274,29.745032,1032970.451688,1502.957322,5175.998047,1298.795270,19.089474,17.522585,35.079232,0.999674,791571.900568,3798.907601,2013.820614,6.497659,29.679273,1337889.502584,1590.389119,7345.131348,1315.645086,17.471750,16.667251,68.304465,0.998243,1637829.226086,1817.534311,2304.715078,6.513897,29.648485,824495.008325,1444.239670,4118.153809,1290.906105,20.388198,17.924688,43.193086,0.999385,454177.966826,2868.715188,331.289872,6.505300,29.859525,843823.444617,1466.328796,5339.807617,1329.139364,16.189960,16.204898,6.518514,0.998234,743605.634774,2434.093200,1752.075014,6.508843,29.707570,690053.501840,1405.686851,3668.802979,1286.151255,20.080062,17.837106,40.590327,0.998714,325351.874421
WASP-12b_00068_bdf.fits,0,56319.553114,2456319.553114,2456319.552535,2456319.557987,2456319.558751,1.181661,57.759120,-19.940000,100,6.509110,29.672297,18.427330,18,32,48,0.231087,0.314112,0.253289,0.353788,0.193017,0.165795,0.157073,0.000332,0.000458,0.000407,0.000496,0.000358,0.000302,0.000331,695.851999,685.470620,623.081716,713.450824,538.585799,549.810974,474.663447,5254571.747013,3395.230638,2399.673934,2080.019997,6.509098,29.672289,1214261.803423,1017.876020,1558.665952,6545.351562,1315.071087,3473,19.435185,17.055627,301.330422,0.999907,1357516.636365,1875.701689,2194.726814,6.513393,29.660007,1255998.244685,1569.398789,6638.502441,1318.716684,19.602775,17.158596,287.836368,0.999843,1423234.345405,2744.216741,1399.549126,6.506274,29.745017,1061947.475367,1521.076930,6270.262695,1326.492167,18.520862,16.576651,299.806761,0.999891,1151256.892612,3795.508431,2011.598318,6.497659,29.679279,1373186.101228,1607.866080,8670.120117,1343.518114,16.900601,15.563686,271.185348,0.997337,2330323.294051,1814.235324,2302.564495,6.513897,29.648480,850131.569118,1463.501923,4878.628418,1318.485045,19.715461,17.151069,288.656819,0.999789,648678.821062,2865.551153,329.396013,6.505299,29.859507,871181.626991,1481.150055,6678.144043,1356.981930,15.633990,15.015806,341.425885,0.996376,1092538.698712,2430.831315,1750.009941,6.508843,29.707560,713308.356614,1422.614597,4577.188965,1314.393626,19.182434,16.922968,293.394764,0.999518,484750.730296
WASP-12b_00069_bdf.fits,0,56319.554493,2456319.554493,2456319.553914,2456319.559366,2456319.560130,1.176665,58.148327,-19.940000,100,6.509110,29.672297,18.490696,18,32,48,0.231296,0.313545,0.253404,0.354351,0.193421,0.165191,0.156624,0.000335,0.000462,0.000411,0.000501,0.000363,0.000305,0.000335,689.824288,678.296742,616.550335,706.779413,533.034602,542.214311,467.402400,5223667.579096,3412.113447,2402.461844,2082.205995,6.509098,29.672300,1208215.518448,1017.876020,1563.598730,6357.583008,1336.004302,3338,19.629620,17.314703,294.147497,0.999992,1168767.315585,1878.530069,2197.023018,6.513393,29.660007,1246895.312005,1574.267196,6290.743164,1341.352998,19.814155,17.321271,74.173793,0.999983,1240026.782983,2747.027295,1401.701024,6.506274,29.745032,1056082.518068,1528.532553,6298.515625,1347.844982,18.550205,16.740480,328.233900,0.999921,1023040.921049,3798.274248,2013.943423,6.497659,29.679273,1366713.862497,1613.818786,8284.519531,1364.411205,17.045736,15.868478,79.736649,0.998425,2068956.568968,1817.032727,2304.886123,6.513897,29.648478,846613.882662,1472.486977,4732.252441,1340.204715,19.630078,17.286820,276.365908,0.999909,573340.177276,2868.309860,331.673979,6.505299,29.859519,862900.333813,1488.278950,6359.640625,1381.130499,15.496111,15.230560,346.112741,0.998638,992619.908989,2433.577359,1752.222730,6.508843,29.707569,707362.003863,1433.583004,4321.891113,1335.816491,19.268966,17.171156,28.755359,0.999993,417912.305997
WASP-12b_00070_bdf.fits,0,56319.555872,2456319.555872,2456319.555293,2456319.560745,2456319.561509,1.171766,58.537370,-19.970000,100,6.509110,29.672297,19.022516,18,32,48,0.231608,0.313628,0.252997,0.354614,0.193373,0.166199,0.156758,0.000341,0.000470,0.000417,0.000509,0.000368,0.000310,0.000340,679.870840,667.470296,606.376931,696.726188,525.317713,535.439563,460.602718,5149639.112404,3415.527131,2401.288792,2080.916167,6.509098,29.672301,1192697.065931,1017.876020,1565.817983,5350.153320,1355.950319,3432,20.270783,17.938387,52.662256,0.999582,936375.823082,1877.294262,2195.711194,6.513393,29.660010,1229475.121228,1578.105277,5564.612305,1361.956534,20.333783,17.887954,59.907542,0.999392,1014706.619752,2745.864784,1400.422775,6.506274,29.745027,1039783.077750,1530.904185,5469.649414,1367.838158,18.874487,17.388441,56.151530,0.999766,830040.260409,3797.086774,2012.449604,6.497659,29.679288,1348084.644620,1613.777512,7308.497559,1385.903633,17.495287,16.578125,73.149364,0.997247,1683729.631599,1815.802002,2303.560051,6.513897,29.648482,834442.922766,1472.424197,4264.388184,1360.328595,20.393607,17.922785,60.918971,0.999554,464916.544738,2867.003372,330.122140,6.505299,29.859526,855862.394009,1494.236945,5655.995117,1399.443044,15.772499,16.023016,4.585232,0.999349,805574.771194,2432.370241,1750.963500,6.508843,29.707564,697853.346039,1435.071711,3799.058594,1356.094096,20.017168,17.732768,50.313249,0.999122,337738.114952
