#	Label	rel_flux_T1	rel_flux_C3	rel_flux_C4	rel_flux_C5
111	WASP-12b_00150_bdf.fits	0.228763	0.253116	0.355112	0.192852
112	WASP-12b_00151_bdf.fits	0.228229	0.252499	0.355098	0.193070
113	WASP-12b_00152_bdf.fits	0.227458	0.252920	0.355321	0.192947
114	WASP-12b_00153_bdf.fits	0.227651	0.252785	0.356026	0.192311
115	WASP-12b_00154_bdf.fits	0.227924	0.253230	0.354148	0.192729
116	WASP-12b_00155_bdf.fits	0.228431	0.253420	0.354400	0.192833
117	WASP-12b_00156_bdf.fits	0.228367	0.252389	0.354263	0.193447
118	WASP-12b_00157_bdf.fits	0.228303	0.252668	0.354825	0.192561
119	WASP-12b_00158_bdf.fits	0.227652	0.252520	0.354660	0.192762
120	WASP-12b_00159_bdf.fits	0.228300	0.253326	0.354541	0.192730
121	WASP-12b_00160_bdf.fits	0.227883	0.252551	0.356284	0.193112
122	WASP-12b_00161_bdf.fits	0.228691	0.252687	0.355068	0.192821
123	WASP-12b_00162_bdf.fits	0.228569	0.253271	0.355317	0.193246
124	WASP-12b_00163_bdf.fits	0.228573	0.252886	0.354503	0.192906
125	WASP-12b_00164_bdf.fits	0.228740	0.253069	0.354247	0.193138
126	WASP-12b_00165_bdf.fits	0.228497	0.252970	0.354875	0.192840
127	WASP-12b_00166_bdf.fits	0.228733	0.252530	0.355034	0.193247
128	WASP-12b_00167_bdf.fits	0.229578	0.253220	0.355489	0.192719
129	WASP-12b_00168_bdf.fits	0.229375	0.252901	0.354425	0.193039
130	WASP-12b_00169_bdf.fits	0.230094	0.251976	0.355215	0.192838
131	WASP-12b_00170_bdf.fits	0.230533	0.252628	0.356421	0.192337
132	WASP-12b_00171_bdf.fits	0.230581	0.253177	0.355037	0.192723
133	WASP-12b_00172_bdf.fits	0.230545	0.253029	0.355968	0.192503
134	WASP-12b_00173_bdf.fits	0.230962	0.252638	0.357201	0.192934
135	WASP-12b_00174_bdf.fits	0.231108	0.253186	0.356483	0.192317
136	WASP-12b_00175_bdf.fits	0.231778	0.252498	0.355780	0.193034
137	WASP-12b_00176_bdf.fits	0.231457	0.252766	0.356194	0.192418
138	WASP-12b_00177_bdf.fits	0.231923	0.252155	0.355731	0.192082
139	WASP-12b_00178_bdf.fits	0.231429	0.252246	0.356167	0.192925
140	WASP-12b_00179_bdf.fits	0.231286	0.253020	0.355678	0.192473
141	WASP-12b_00180_bdf.fits	0.231147	0.252199	0.355819	0.192581
142	WASP-12b_00181_bdf.fits	0.230709	0.253437	0.357007	0.192658
143	WASP-12b_00182_bdf.fits	0.231514	0.252638	0.356691	0.192387
144	WASP-12b_00183_bdf.fits	0.231270	0.252257	0.356451	0.193248
145	WASP-12b_00184_bdf.fits	0.231006	0.252925	0.356904	0.192411
146	WASP-12b_00185_bdf.fits	0.231301	0.252732	0.355887	0.192658
147	WASP-12b_00186_bdf.fits	0.230857	0.252095	0.356636	0.192917
148	WASP-12b_00187_bdf.fits	0.231618	0.253010	0.355273	0.192775
149	WASP-12b_00188_bdf.fits	0.231593	0.252280	0.357257	0.192924
150	WASP-12b_00189_bdf.fits	0.231171	0.253467	0.356055	0.192636
151	WASP-12b_00190_bdf.fits	0.231323	0.252404	0.354937	0.193409
152	WASP-12b_00191_bdf.fits	0.230881	0.253459	0.356319	0.192631
153	WASP-12b_00192_bdf.fits	0.231082	0.252793	0.356499	0.193009
154	WASP-12b_00193_bdf.fits	0.231555	0.253141	0.355639	0.192472
155	WASP-12b_00194_bdf.fits	0.230580	0.253147	0.356336	0.192589
156	WASP-12b_00195_bdf.fits	0.231178	0.252431	0.356430	0.192398
157	WASP-12b_00196_bdf.fits	0.230733	0.252454	0.355799	0.192910
158	WASP-12b_00197_bdf.fits	0.230929	0.253379	0.357320	0.192372
159	WASP-12b_00198_bdf.fits	0.231452	0.252858	0.355988	0.192878
160	WASP-12b_00199_bdf.fits	0.231526	0.252528	0.356913	0.192832
161	WASP-12b_00200_bdf.fits	0.230816	0.253162	0.355621	0.192213
162	WASP-12b_00201_bdf.fits	0.231632	0.251728	0.357474	0.192714
163	WASP-12b_00202_bdf.fits	0.231288	0.252666	0.356251	0.193366
164	WASP-12b_00203_bdf.fits	0.231686	0.252641	0.357285	0.192200
165	WASP-12b_00204_bdf.fits	0.231453	0.252844	0.355470	0.193282
166	WASP-12b_00205_bdf.fits	0.231411	0.252096	0.357382	0.192396
167	WASP-12b_00206_bdf.fits	0.231020	0.252401	0.355816	0.192648
168	WASP-12b_00207_bdf.fits	0.231252	0.252988	0.357101	0.192645
169	WASP-12b_00208_bdf.fits	0.231631	0.252892	0.356398	0.192646
170	WASP-12b_00209_bdf.fits	0.231169	0.253063	0.358595	0.192341
171	WASP-12b_00210_bdf.fits	0.230818	0.254067	0.357316	0.191790
172	WASP-12b_00211_bdf.fits	0.231268	0.252834	0.357841	0.192533
173	WASP-12b_00212_bdf.fits	0.231798	0.252701	0.357573	0.192549
174	WASP-12b_00213_bdf.fits	0.231252	0.252870	0.357233	0.192324
175	WASP-12b_00214_bdf.fits	0.231524	0.252795	0.357390	0.192098
176	WASP-12b_00215_bdf.fits	0.231051	0.253492	0.356466	0.192218
177	WASP-12b_00216_bdf.fits	0.231080	0.253061	0.358061	0.192444
178	WASP-12b_00217_bdf.fits	0.231268	0.252716	0.355679	0.192969
179	WASP-12b_00218_bdf.fits	0.231250	0.252407	0.357028	0.193110
180	WASP-12b_00219_bdf.fits	0.231553	0.252745	0.355671	0.193258
181	WASP-12b_00220_bdf.fits	0.229787	0.252918	0.357451	0.192291
182	WASP-12b_00221_bdf.fits	0.230385	0.252307	0.357116	0.192664
183	WASP-12b_00222_bdf.fits	0.231159	0.252772	0.358286	0.191721
184	WASP-12b_00223_bdf.fits	0.230448	0.251957	0.356734	0.193812
185	WASP-12b_00224_bdf.fits	0.230176	0.252347	0.357242	0.192320
186	WASP-12b_00225_bdf.fits	0.230655	0.253200	0.357101	0.191561
187	WASP-12b_00226_bdf.fits	0.231546	0.252681	0.357304	0.192281
188	WASP-12b_00227_bdf.fits	0.231293	0.252449	0.357709	0.193413
189	WASP-12b_00228_bdf.fits	0.230624	0.252596	0.355919	0.193100
190	WASP-12b_00229_bdf.fits	0.231676	0.253222	0.357929	0.191967
191	WASP-12b_00230_bdf.fits	0.232004	0.253346	0.355872	0.192774
192	WASP-12b_00231_bdf.fits	0.230788	0.252488	0.357645	0.192412
193	WASP-12b_00232_bdf.fits	0.231136	0.252046	0.357085	0.192646
194	WASP-12b_00233_bdf.fits	0.231160	0.252518	0.357149	0.192578
195	WASP-12b_00234_bdf.fits	0.231055	0.252685	0.356517	0.193148
196	WASP-12b_00235_bdf.fits	0.231094	0.253337	0.357139	0.192154
197	WASP-12b_00236_bdf.fits	0.230638	0.252404	0.356079	0.193505
198	WASP-12b_00237_bdf.fits	0.231565	0.252078	0.357330	0.193302
199	WASP-12b_00238_bdf.fits	0.231026	0.252448	0.357265	0.192744
200	WASP-12b_00239_bdf.fits	0.231048	0.253314	0.357071	0.192642
201	WASP-12b_00240_bdf.fits	0.231719	0.251918	0.355698	0.193379
202	WASP-12b_00241_bdf.fits	0.231303	0.252786	0.355804	0.193077
203	WASP-12b_00242_bdf.fits	0.232121	0.253633	0.354529	0.192892
204	WASP-12b_00243_bdf.fits	0.231264	0.252771	0.355322	0.193337
205	WASP-12b_00244_bdf.fits	0.231524	0.252816	0.355708	0.193326
206	WASP-12b_00245_bdf.fits	0.231250	0.252705	0.356761	0.193123
207	WASP-12b_00246_bdf.fits	0.230984	0.252817	0.356644	0.192145
208	WASP-12b_00247_bdf.fits	0.231358	0.252650	0.356409	0.193326
209	WASP-12b_00248_bdf.fits	0.232241	0.252272	0.355986	0.193306
210	WASP-12b_00249_bdf.fits	0.230894	0.253571	0.354630	0.193402
211	WASP-12b_00250_bdf.fits	0.231078	0.252519	0.355692	0.192511
212	WASP-12b_00251_bdf.fits	0.231530	0.252655	0.355768	0.192726
213	WASP-12b_00252_bdf.fits	0.230894	0.252885	0.355694	0.192122
214	WASP-12b_00253_bdf.fits	0.231762	0.253768	0.355936	0.192500
215	WASP-12b_00254_bdf.fits	0.232385	0.253337	0.355475	0.193167
216	WASP-12b_00255_bdf.fits	0.231447	0.252876	0.354954	0.192609
217	WASP-12b_00256_bdf.fits	0.231165	0.253126	0.355511	0.193124
218	WASP-12b_00257_bdf.fits	0.231290	0.252128	0.356117	0.192570
219	WASP-12b_00258_bdf.fits	0.231063	0.251854	0.356628	0.193596
220	WASP-12b_00259_bdf.fits	0.231228	0.252612	0.356751	0.192996
221	WASP-12b_00260_bdf.fits	0.231380	0.253189	0.355345	0.193041
222	WASP-12b_00261_bdf.fits	0.232233	0.252379	0.356634	0.193148
223	WASP-12b_00262_bdf.fits	0.230748	0.253322	0.357296	0.192836
224	WASP-12b_00263_bdf.fits	0.230579	0.253109	0.356231	0.192760
225	WASP-12b_00264_bdf.fits	0.230804	0.253399	0.356939	0.193203
226	WASP-12b_00265_bdf.fits	0.230587	0.253223	0.357007	0.192505
227	WASP-12b_00266_bdf.fits	0.232059	0.252436	0.356566	0.193577
228	WASP-12b_00267_bdf.fits	0.230784	0.252328	0.356485	0.193285
229	WASP-12b_00268_bdf.fits	0.230951	0.252822	0.355866	0.193478
230	WASP-12b_00269_bdf.fits	0.230782	0.252366	0.354846	0.193372
