#	Label	rel_flux_T1	rel_flux_C3	rel_flux_C4	rel_flux_C5
1	WASP-12b_00040_bdf.fits	0.231710	0.253622	0.352717	0.193575
2	WASP-12b_00041_bdf.fits	0.231395	0.252976	0.353345	0.193606
3	WASP-12b_00042_bdf.fits	0.232028	0.253276	0.353303	0.193513
4	WASP-12b_00043_bdf.fits	0.232515	0.253281	0.353510	0.193300
5	WASP-12b_00044_bdf.fits	0.231540	0.253293	0.353530	0.193357
6	WASP-12b_00045_bdf.fits	0.232403	0.253132	0.354096	0.193960
7	WASP-12b_00046_bdf.fits	0.232307	0.253555	0.352769	0.193316
8	WASP-12b_00047_bdf.fits	0.230976	0.253246	0.354817	0.193780
9	WASP-12b_00048_bdf.fits	0.231523	0.253049	0.355030	0.193107
10	WASP-12b_00049_bdf.fits	0.231588	0.253642	0.353352	0.193727
11	WASP-12b_00050_bdf.fits	0.231911	0.253105	0.353793	0.193126
12	WASP-12b_00051_bdf.fits	0.230900	0.252979	0.355191	0.192929
13	WASP-12b_00052_bdf.fits	0.231933	0.252879	0.354782	0.193227
14	WASP-12b_00053_bdf.fits	0.231604	0.252956	0.354950	0.192720
15	WASP-12b_00054_bdf.fits	0.232164	0.252563	0.354742	0.193140
16	WASP-12b_00055_bdf.fits	0.231643	0.253283	0.355326	0.192806
17	WASP-12b_00056_bdf.fits	0.231387	0.252872	0.355070	0.192723
18	WASP-12b_00057_bdf.fits	0.230929	0.252674	0.353905	0.192938
19	WASP-12b_00058_bdf.fits	0.231109	0.253316	0.355865	0.192552
20	WASP-12b_00059_bdf.fits	0.230678	0.252824	0.357180	0.192453
21	WASP-12b_00060_bdf.fits	0.231069	0.252782	0.355361	0.193175
22	WASP-12b_00061_bdf.fits	0.230924	0.252682	0.354637	0.193240
23	WASP-12b_00062_bdf.fits	0.231299	0.252950	0.355439	0.193138
24	WASP-12b_00063_bdf.fits	0.230973	0.252866	0.355102	0.193452
25	WASP-12b_00064_bdf.fits	0.230966	0.254012	0.354770	0.193015
26	WASP-12b_00065_bdf.fits	0.231893	0.253097	0.353564	0.193194
27	WASP-12b_00066_bdf.fits	0.231247	0.252418	0.353759	0.193415
28	WASP-12b_00067_bdf.fits	0.231360	0.253725	0.355227	0.192653
29	WASP-12b_00068_bdf.fits	0.231087	0.253289	0.353788	0.193017
30	WASP-12b_00069_bdf.fits	0.231296	0.253404	0.354351	0.193421
31	WASP-12b_00070_bdf.fits	0.231608	0.252997	0.354614	0.193373
32	WASP-12b_00071_bdf.fits	0.230700	0.252621	0.355209	0.193064
33	WASP-12b_00072_bdf.fits	0.231274	0.253411	0.354695	0.192939
34	WASP-12b_00073_bdf.fits	0.231599	0.251734	0.355311	0.192747
35	WASP-12b_00074_bdf.fits	0.230602	0.253287	0.357388	0.191871
36	WASP-12b_00075_bdf.fits	0.231829	0.252737	0.354365	0.193569
37	WASP-12b_00076_bdf.fits	0.230905	0.253335	0.353919	0.193294
38	WASP-12b_00077_bdf.fits	0.231971	0.252918	0.354036	0.193458
39	WASP-12b_00078_bdf.fits	0.230993	0.253335	0.352622	0.194051
40	WASP-12b_00079_bdf.fits	0.231383	0.252663	0.353526	0.193351
41	WASP-12b_00080_bdf.fits	0.232123	0.252252	0.354035	0.193780
42	WASP-12b_00081_bdf.fits	0.232315	0.253795	0.354775	0.193098
43	WASP-12b_00082_bdf.fits	0.231813	0.253381	0.354009	0.193587
44	WASP-12b_00083_bdf.fits	0.231172	0.253021	0.353689	0.193715
45	WASP-12b_00084_bdf.fits	0.231895	0.253723	0.352991	0.193681
46	WASP-12b_00085_bdf.fits	0.231557	0.252986	0.353839	0.193314
47	WASP-12b_00086_bdf.fits	0.231679	0.252216	0.354779	0.193639
48	WASP-12b_00087_bdf.fits	0.231103	0.253125	0.353276	0.193257
49	WASP-12b_00088_bdf.fits	0.231673	0.253279	0.353477	0.193178
50	WASP-12b_00089_bdf.fits	0.230871	0.252980	0.353261	0.193960
51	WASP-12b_00090_bdf.fits	0.230413	0.253157	0.354741	0.192811
52	WASP-12b_00091_bdf.fits	0.230103	0.253086	0.353737	0.193356
53	WASP-12b_00092_bdf.fits	0.229476	0.253032	0.353852	0.193798
54	WASP-12b_00093_bdf.fits	0.229371	0.253225	0.353035	0.193742
55	WASP-12b_00094_bdf.fits	0.229366	0.253271	0.353257	0.193344
56	WASP-12b_00095_bdf.fits	0.228729	0.252757	0.352791	0.194032
57	WASP-12b_00096_bdf.fits	0.229534	0.253623	0.353361	0.193179
58	WASP-12b_00097_bdf.fits	0.229169	0.253267	0.353797	0.193273
59	WASP-12b_00098_bdf.fits	0.228549	0.252775	0.353628	0.192431
60	WASP-12b_00099_bdf.fits	0.229001	0.252819	0.353554	0.193879
61	WASP-12b_00100_bdf.fits	0.228613	0.252576	0.353376	0.193050
62	WASP-12b_00101_bdf.fits	0.228267	0.252845	0.353590	0.193134
63	WASP-12b_00102_bdf.fits	0.228191	0.253368	0.353691	0.193423
64	WASP-12b_00103_bdf.fits	0.228385	0.253492	0.353512	0.193992
65	WASP-12b_00104_bdf.fits	0.228009	0.252755	0.352560	0.193587
66	WASP-12b_00105_bdf.fits	0.227877	0.252511	0.354567	0.193597
67	WASP-12b_00106_bdf.fits	0.228244	0.253120	0.353480	0.193009
68	WASP-12b_00107_bdf.fits	0.227855	0.252916	0.353490	0.192690
69	WASP-12b_00108_bdf.fits	0.228603	0.252761	0.353641	0.192856
70	WASP-12b_00109_bdf.fits	0.228835	0.252696	0.353488	0.193484
71	WASP-12b_00110_bdf.fits	0.227646	0.253211	0.354522	0.193317
72	WASP-12b_00111_bdf.fits	0.228503	0.252548	0.353971	0.193074
73	WASP-12b_00112_bdf.fits	0.228126	0.252022	0.354215	0.193531
74	WASP-12b_00113_bdf.fits	0.227124	0.252961	0.355300	0.192871
75	WASP-12b_00114_bdf.fits	0.228221	0.252985	0.355971	0.193096
76	WASP-12b_00115_bdf.fits	0.228116	0.253094	0.355296	0.193373
77	WASP-12b_00116_bdf.fits	0.228060	0.252388	0.354639	0.193191
78	WASP-12b_00117_bdf.fits	0.228401	0.252788	0.354237	0.192882
79	WASP-12b_00118_bdf.fits	0.227841	0.253911	0.355348	0.192923
80	WASP-12b_00119_bdf.fits	0.227911	0.252901	0.354749	0.192507
81	WASP-12b_00120_bdf.fits	0.228092	0.253023	0.356219	0.192410
82	WASP-12b_00121_bdf.fits	0.227455	0.253397	0.354481	0.192932
83	WASP-12b_00122_bdf.fits	0.227947	0.252240	0.354175	0.193427
84	WASP-12b_00123_bdf.fits	0.228120	0.252718	0.354672	0.193255
85	WASP-12b_00124_bdf.fits	0.228638	0.252755	0.354108	0.192959
86	WASP-12b_00125_bdf.fits	0.228293	0.252952	0.354130	0.192106
87	WASP-12b_00126_bdf.fits	0.228144	0.252977	0.355017	0.192810
88	WASP-12b_00127_bdf.fits	0.227729	0.252742	0.354875	0.193575
89	WASP-12b_00128_bdf.fits	0.227859	0.253277	0.354279	0.193419
90	WASP-12b_00129_bdf.fits	0.227471	0.252863	0.354766	0.193028
91	WASP-12b_00130_bdf.fits	0.228019	0.253392	0.355451	0.192101
92	WASP-12b_00131_bdf.fits	0.227810	0.252979	0.353898	0.193665
93	WASP-12b_00132_bdf.fits	0.227882	0.253518	0.353671	0.192856
94	WASP-12b_00133_bdf.fits	0.227295	0.252715	0.354623	0.192647
95	WASP-12b_00134_bdf.fits	0.227660	0.253304	0.354633	0.192881
96	WASP-12b_00135_bdf.fits	0.227531	0.252971	0.353406	0.192659
97	WASP-12b_00136_bdf.fits	0.228013	0.252251	0.354645	0.193324
98	WASP-12b_00137_bdf.fits	0.227737	0.252152	0.357649	0.192996
99	WASP-12b_00138_bdf.fits	0.228243	0.252035	0.354372	0.193550
100	WASP-12b_00139_bdf.fits	0.228086	0.253382	0.355235	0.192435
101	WASP-12b_00140_bdf.fits	0.228211	0.252336	0.354993	0.193103
102	WASP-12b_00141_bdf.fits	0.228030	0.253302	0.354782	0.192795
103	WASP-12b_00142_bdf.fits	0.227275	0.253149	0.355238	0.193038
104	WASP-12b_00143_bdf.fits	0.228274	0.252813	0.354839	0.192605
105	WASP-12b_00144_bdf.fits	0.227620	0.252561	0.354861	0.193261
106	WASP-12b_00145_bdf.fits	0.228438	0.253267	0.354620	0.192659
107	WASP-12b_00146_bdf.fits	0.227538	0.252987	0.355454	0.192984
108	WASP-12b_00147_bdf.fits	0.227709	0.253559	0.355201	0.192151
109	WASP-12b_00148_bdf.fits	0.227760	0.253351	0.354358	0.192972
110	WASP-12b_00149_bdf.fits	0.227526	0.251807	0.354516	0.193300
