#	Label	rel_flux_T1	rel_flux_T1_dfn	rel_flux_T1_dfn_model	rel_flux_T1_dfn_residual	rel_flux_err_T1_dfn
1	WASP-12b_00040_bdf.fits	0.155513	1.002673	0.985000	0.002673	0.001399
2	WASP-12b_00041_bdf.fits	0.155227	1.000840	0.985000	0.000840	0.001403
3	WASP-12b_00042_bdf.fits	0.155702	1.003915	0.985000	0.003915	0.001383
4	WASP-12b_00043_bdf.fits	0.155893	1.005153	0.985000	0.005153	0.001384
5	WASP-12b_00044_bdf.fits	0.155277	1.001198	0.985000	0.001198	0.001400
6	WASP-12b_00045_bdf.fits	0.155927	1.005397	0.985000	0.005397	0.001396
7	WASP-12b_00046_bdf.fits	0.155672	1.003760	0.985000	0.003760	0.001393
8	WASP-12b_00047_bdf.fits	0.154939	0.999047	0.985000	-0.000953	0.001408
9	WASP-12b_00048_bdf.fits	0.155240	1.000996	0.985000	0.000996	0.001381
10	WASP-12b_00049_bdf.fits	0.155300	1.001391	0.985000	0.001391	0.001384
11	WASP-12b_00050_bdf.fits	0.155442	1.002322	0.985000	0.002322	0.001384
12	WASP-12b_00051_bdf.fits	0.154963	0.999240	0.985000	-0.000760	0.001383
13	WASP-12b_00052_bdf.fits	0.155401	1.002074	0.985000	0.002074	0.001363
14	WASP-12b_00053_bdf.fits	0.155174	1.000617	0.985000	0.000617	0.001369
15	WASP-12b_00054_bdf.fits	0.155582	1.003257	0.985000	0.003257	0.001371
16	WASP-12b_00055_bdf.fits	0.155239	1.001053	0.985000	0.001053	0.001386
17	WASP-12b_00056_bdf.fits	0.155050	0.999845	0.985000	-0.000155	0.001390
18	WASP-12b_00057_bdf.fits	0.154884	0.998787	0.985000	-0.001213	0.001373
19	WASP-12b_00058_bdf.fits	0.154865	0.998672	0.985000	-0.001328	0.001388
20	WASP-12b_00059_bdf.fits	0.154705	0.997649	0.985000	-0.002351	0.001418
21	WASP-12b_00060_bdf.fits	0.154924	0.999069	0.985000	-0.000931	0.001402
22	WASP-12b_00061_bdf.fits	0.154898	0.998909	0.985000	-0.001091	0.001406
23	WASP-12b_00062_bdf.fits	0.154987	0.999488	0.985000	-0.000512	0.001405
24	WASP-12b_00063_bdf.fits	0.154975	0.999419	0.985000	-0.000581	0.001410
25	WASP-12b_00064_bdf.fits	0.154867	0.998730	0.985000	-0.001270	0.001408
26	WASP-12b_00065_bdf.fits	0.155468	1.002614	0.985000	0.002614	0.001392
27	WASP-12b_00066_bdf.fits	0.155075	1.000085	0.985000	0.000085	0.001394
28	WASP-12b_00067_bdf.fits	0.155126	1.000418	0.985000	0.000418	0.001416
29	WASP-12b_00068_bdf.fits	0.154937	0.999208	0.985000	-0.000792	0.001392
30	WASP-12b_00069_bdf.fits	0.155085	1.000170	0.985000	0.000170	0.001405
31	WASP-12b_00070_bdf.fits	0.155284	1.001459	0.985000	0.001459	0.001428
32	WASP-12b_00071_bdf.fits	0.154719	0.997823	0.985000	-0.002177	0.001464
33	WASP-12b_00072_bdf.fits	0.155045	0.999933	0.985000	-0.000067	0.001450
34	WASP-12b_00073_bdf.fits	0.155225	1.001098	0.985000	0.001098	0.001490
35	WASP-12b_00074_bdf.fits	0.154584	0.996970	0.985000	-0.003030	0.001581
36	WASP-12b_00075_bdf.fits	0.155485	1.002786	0.985000	0.002786	0.001466
37	WASP-12b_00076_bdf.fits	0.154874	0.998850	0.985000	-0.001150	0.001462
38	WASP-12b_00077_bdf.fits	0.155526	1.003060	0.985000	0.003060	0.001482
39	WASP-12b_00078_bdf.fits	0.154957	0.999400	0.985000	-0.000600	0.001454
40	WASP-12b_00079_bdf.fits	0.155280	1.001489	0.985000	0.001489	0.001448
41	WASP-12b_00080_bdf.fits	0.155553	1.003251	0.985000	0.003251	0.001453
