Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Peak_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,Angle_C8,Roundness_C8,Variance_C8,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Peak_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,Angle_C9,Roundness_C9,Variance_C9,BJD_TDB_B,rel_flux_T1_dfn,rel_flux_err_T1_dfn,rel_flux_T1_dfn_model,rel_flux_T1_dfn_residual,rel_flux_err_T1_dfn_residual
WASP-12b_00067_bdf.fits,0,56319.551735,2456319.551735,2456319.551156,2456319.556608,2456319.557372,1.186757,57.369733,-19.960000,100,6.509110,29.672297,19.445139,18,32,48,0.155126,0.190619,0.156996,0.213221,0.121463,0.133459,0.126994,0.099683,0.109971,0.000220,0.000269,0.000247,0.000286,0.000224,0.000234,0.000228,0.000211,0.000217,706.617702,708.264850,636.094083,746.186055,541.916223,570.269936,557.262425,472.677118,506.315160,7612551.938172,4195.877898,2403.033033,2082.105066,6.509098,29.672300,1180902.037912,1017.876020,1539.241984,5313.591797,1287.016122,3559,20.318707,17.889714,38.364107,0.999431,936204.478298,1878.945510,2196.833458,6.513394,29.660016,1218777.280677,1552.080912,5389.935059,1292.884305,20.183360,17.945971,43.164211,0.999060,983241.701289,2747.596486,1401.518225,6.506274,29.745032,1032970.451688,1502.957322,5175.998047,1298.795270,19.089474,17.522585,35.079232,0.999674,791571.900568,3798.907601,2013.820614,6.497659,29.679273,1337889.502584,1590.389119,7345.131348,1315.645086,17.471750,16.667251,68.304465,0.998243,1637829.226086,1817.534311,2304.715078,6.513897,29.648485,824495.008325,1444.239670,4118.153809,1290.906105,20.388198,17.924688,43.193086,0.999385,454177.966826,2043.569091,645.374159,6.512074,29.825872,896336.385983,1481.897250,4902.821289,1312.737378,17.955870,16.984758,20.471214,0.997791,683990.096707,2836.027325,3218.100635,6.505574,29.550906,857814.454356,1455.957406,4323.294434,1293.162034,19.263088,17.308776,33.184964,0.997478,562149.670465,2434.093200,1752.075014,6.508843,29.707570,690053.501840,1405.686851,3668.802979,1286.151255,20.080062,17.837106,40.590327,0.998714,325351.874421,1516.526819,3011.358670,6.516366,29.572996,754215.352720,1424.992191,3699.739502,1297.208417,20.255744,17.821165,333.223126,0.999335,374598.469860,2456319.557372,1.000418,0.001416,0.985000,0.000418,0.001416
WASP-12b_00068_bdf.fits,0,56319.553114,2456319.553114,2456319.552535,2456319.557987,2456319.558751,1.181661,57.759120,-19.940000,100,6.509110,29.672297,18.756464,18,32,48,0.154937,0.190848,0.156741,0.212438,0.121673,0.132961,0.126854,0.100130,0.110615,0.000216,0.000264,0.000242,0.000280,0.000221,0.000229,0.000224,0.000207,0.000214,717.793992,721.650713,646.373636,758.074865,551.439490,581.005092,567.375507,482.661956,516.465155,7837134.805657,4243.466725,2399.673934,2080.019997,6.509098,29.672289,1214261.803423,1017.876020,1558.665952,6545.351562,1315.071087,3453,19.435185,17.055627,301.330422,0.999907,1357516.636365,1875.701689,2194.726814,6.513393,29.660007,1255998.244685,1569.398789,6638.502441,1318.716684,19.602775,17.158596,287.836368,0.999843,1423234.345405,2744.216741,1399.549126,6.506274,29.745017,1061947.475367,1521.076930,6270.262695,1326.492167,18.520862,16.576651,299.806761,0.999891,1151256.892612,3795.508431,2011.598318,6.497659,29.679279,1373186.101228,1607.866080,8670.120117,1343.518114,16.900601,15.563686,271.185348,0.997337,2330323.294051,1814.235324,2302.564495,6.513897,29.648480,850131.569118,1463.501923,4878.628418,1318.485045,19.715461,17.151069,288.656819,0.999789,648678.821062,2040.339646,643.392202,6.512073,29.825855,919742.894869,1492.308471,6267.488281,1342.671274,17.099953,15.887440,354.031301,0.998344,1007116.225796,2832.613435,3215.681013,6.505574,29.550907,882257.062693,1470.713248,5179.830566,1320.800695,18.469345,16.295132,23.637906,0.999131,808704.049574,2430.831315,1750.009941,6.508843,29.707560,713308.356614,1422.614597,4577.188965,1314.393626,19.182434,16.922968,293.394764,0.999518,484750.730296,1513.144462,3008.993136,6.516366,29.573007,780563.101082,1445.488404,4302.596191,1323.776650,19.881555,16.979430,317.159624,0.995461,515325.803095,2456319.558751,0.999208,0.001392,0.985000,-0.000792,0.001392
WASP-12b_00069_bdf.fits,0,56319.554493,2456319.554493,2456319.553914,2456319.559366,2456319.560130,1.176665,58.148327,-19.940000,100,6.509110,29.672297,18.832410,18,32,48,0.155085,0.190547,0.156815,0.212753,0.121919,0.132867,0.127500,0.099863,0.110038,0.000218,0.000267,0.000245,0.000283,0.000223,0.000232,0.000227,0.000210,0.000216,711.616135,714.051236,639.565839,751.153470,545.738504,572.874903,562.573178,475.155746,508.966827,7790661.986595,4266.677828,2402.461844,2082.205995,6.509098,29.672300,1208215.518448,1017.876020,1563.598730,6357.583008,1336.004302,3447,19.629620,17.314703,294.147497,0.999992,1168767.315585,1878.530069,2197.023018,6.513393,29.660007,1246895.312005,1574.267196,6290.743164,1341.352998,19.814155,17.321271,74.173793,0.999983,1240026.782983,2747.027295,1401.701024,6.506274,29.745032,1056082.518068,1528.532553,6298.515625,1347.844982,18.550205,16.740480,328.233900,0.999921,1023040.921049,3798.274248,2013.943423,6.497659,29.679273,1366713.862497,1613.818786,8284.519531,1364.411205,17.045736,15.868478,79.736649,0.998425,2068956.568968,1817.032727,2304.886123,6.513897,29.648478,846613.882662,1472.486977,4732.252441,1340.204715,19.630078,17.286820,276.365908,0.999909,573340.177276,2043.082490,645.606954,6.512073,29.825872,913721.804784,1504.164887,5871.469238,1362.605210,17.370528,16.135542,2.875546,0.998966,890849.252565,2835.543706,3218.107990,6.505573,29.550901,880983.821793,1480.547337,4993.526855,1343.945022,18.443010,16.508436,33.797356,0.998686,727176.260811,2433.577359,1752.222730,6.508843,29.707569,707362.003863,1433.583004,4321.891113,1335.816491,19.268966,17.171156,28.755359,0.999993,417912.305997,1515.991589,3011.469552,6.516366,29.572993,772288.780923,1451.719358,4123.413574,1346.617204,19.739394,17.156347,315.266221,0.996961,464228.682574,2456319.560130,1.000170,0.001405,0.985000,0.000170,0.001405
WASP-12b_00070_bdf.fits,0,56319.555872,2456319.555872,2456319.555293,2456319.560745,2456319.561509,1.171766,58.537370,-19.970000,100,6.509110,29.672297,19.369885,18,32,48,0.155284,0.190579,0.156571,0.212878,0.121882,0.132917,0.127393,0.099938,0.110146,0.000221,0.000271,0.000249,0.000287,0.000227,0.000235,0.000230,0.000213,0.000220,701.375163,702.540586,628.903095,740.628474,537.861508,565.564166,553.340206,468.253614,500.397972,7680745.326814,4271.474684,2401.288792,2080.916167,6.509098,29.672301,1192697.065931,1017.876020,1565.817983,5350.153320,1355.950319,3415,20.270783,17.938387,52.662256,0.999582,936375.823082,1877.294262,2195.711194,6.513393,29.660010,1229475.121228,1578.105277,5564.612305,1361.956534,20.333783,17.887954,59.907542,0.999392,1014706.619752,2745.864784,1400.422775,6.506274,29.745027,1039783.077750,1530.904185,5469.649414,1367.838158,18.874487,17.388441,56.151530,0.999766,830040.260409,3797.086774,2012.449604,6.497659,29.679288,1348084.644620,1613.777512,7308.497559,1385.903633,17.495287,16.578125,73.149364,0.997247,1683729.631599,1815.802002,2303.560051,6.513897,29.648482,834442.922766,1472.424197,4264.388184,1360.328595,20.393607,17.922785,60.918971,0.999554,464916.544738,2041.754796,644.190912,6.512074,29.825870,901129.063397,1502.068535,5165.057129,1384.929450,17.678231,16.806095,17.269498,0.998377,721675.849089,2834.176630,3216.776355,6.505574,29.550899,867909.557895,1483.158575,4315.983398,1363.731924,19.194800,17.194913,44.666826,0.997683,586871.396871,2432.370241,1750.963500,6.508843,29.707564,697853.346039,1435.071711,3799.058594,1356.094096,20.017168,17.732768,50.313249,0.999122,337738.114952,1514.763035,3010.083268,6.516366,29.573001,762067.593119,1457.292404,3811.383789,1366.680162,20.070818,17.776075,316.502538,0.998992,384181.244671,2456319.561509,1.001459,0.001428,0.985000,0.001459,0.001428
WASP-12b_00071_bdf.fits,0,56319.557251,2456319.557251,2456319.556672,2456319.562124,2456319.562888,1.166964,58.926188,-19.970000,100,6.509110,29.672297,19.289284,18,32,48,0.154719,0.190435,0.156407,0.213271,0.121737,0.133687,0.126796,0.100254,0.109755,0.000227,0.000278,0.000255,0.000296,0.000233,0.000243,0.000236,0.000220,0.000226,681.804762,684.435845,612.335234,721.585292,523.019067,550.652150,536.568688,456.051676,485.056714,7545146.799820,4313.283492,2399.518528,2080.779386,6.509098,29.672298,1167378.377493,1017.876020,1576.780732,5496.447754,1408.267282,3396,19.980229,18.305183,50.429828,0.996912,829630.550655,1875.490300,2195.498042,6.513394,29.660016,1207003.747410,1589.615963,5617.346191,1415.298745,20.332851,18.276414,50.476945,0.996372,892594.240236,2744.231420,1400.137803,6.506273,29.745046,1020500.390033,1542.910882,5201.666504,1420.959844,19.354386,17.838008,45.795060,0.997625,716383.219758,3795.381444,2012.386113,6.497660,29.679275,1326298.230665,1628.747989,7156.539062,1438.799708,17.098617,17.048828,65.877221,0.993156,1496090.359383,1814.065601,2303.362587,6.513897,29.648486,818842.698250,1485.979427,4207.303223,1412.398868,20.366919,18.251099,52.296382,0.996532,408431.652337,2040.167968,644.039363,6.512073,29.825890,889744.112213,1523.078115,5212.909668,1436.902978,17.401191,17.289384,34.995334,0.997561,639014.627302,2832.538312,3216.411665,6.505574,29.550917,849036.908299,1496.908743,4462.947266,1415.419663,19.361396,17.653622,45.358697,0.994134,508252.353602,2430.612891,1750.759615,6.508844,29.707572,687503.029871,1451.473792,3923.090576,1406.606594,19.522201,18.118531,47.281554,0.997306,305222.017678,1513.062800,3009.957620,6.516366,29.572994,746217.683080,1472.660115,3795.525146,1419.366415,20.185767,18.182382,68.052601,0.999835,335741.425742,2456319.562888,0.997823,0.001464,0.985000,-0.002177,0.001464
WASP-12b_00072_bdf.fits,0,56319.558630,2456319.558630,2456319.558052,2456319.563503,2456319.564267,1.162257,59.314792,-19.970000,100,6.509110,29.672297,19.153791,18,32,48,0.155045,0.190421,0.156790,0.212897,0.121612,0.133049,0.126948,0.100042,0.110530,0.000225,0.000276,0.000253,0.000292,0.000231,0.000239,0.000234,0.000217,0.000224,689.607014,690.595800,620.839293,728.929651,527.092248,555.851794,542.295316,460.424974,493.434431,7679940.183484,4343.314825,2402.105743,2079.741431,6.509098,29.672292,1190739.579721,1017.876020,1589.964182,6171.746094,1429.771434,3488,19.903167,17.773705,30.163656,0.997561,1024296.088047,1878.049825,2194.559270,6.513394,29.660000,1228491.744433,1604.286853,6035.546875,1436.166453,20.306825,17.875072,29.712266,0.997564,1065076.026262,2746.620633,1399.173439,6.506274,29.745027,1040931.831112,1551.315173,5862.154785,1440.651605,18.931170,17.354059,23.361367,0.997880,870168.126531,3797.986598,2011.279358,6.497659,29.679273,1348043.929666,1639.156066,8097.131836,1460.900156,16.901178,16.347546,54.510292,0.997411,1831522.836908,1816.591487,2302.378725,6.513898,29.648475,832707.177268,1500.030491,4753.422852,1432.991226,20.252910,17.843111,27.895621,0.997564,492261.133685,2042.596623,642.967302,6.512074,29.825881,901819.491714,1529.606227,5608.276855,1457.718907,17.575718,16.719169,16.116148,0.994203,759344.661145,2835.063607,3215.473416,6.505574,29.550902,865124.270251,1509.198216,5051.383789,1437.956469,18.814504,17.120674,30.828001,0.992563,619760.862639,2433.247067,1749.583972,6.508843,29.707579,698442.078942,1460.716613,4251.277344,1429.339444,19.779341,17.662249,26.599323,0.997272,364371.261873,1515.608082,3008.755094,6.516366,29.573006,764379.660097,1481.916674,4243.918457,1440.641475,19.919302,17.663033,345.568439,0.999063,411440.419836,2456319.564267,0.999933,0.001450,0.985000,-0.000067,0.001450
WASP-12b_00073_bdf.fits,0,56319.560009,2456319.560009,2456319.559431,2456319.564882,2456319.565647,1.157644,59.703159,-19.970000,100,6.509110,29.672297,19.545210,18,32,48,0.155225,0.191175,0.155787,0.213164,0.121464,0.133543,0.127272,0.100027,0.109947,0.000231,0.000283,0.000260,0.000300,0.000237,0.000247,0.000241,0.000224,0.000230,671.977904,674.926130,599.861762,710.720964,512.887445,539.945967,527.403674,447.065720,477.062697,7486693.180349,4355.735501,2402.172844,2079.706238,6.509097,29.672303,1162122.140376,1017.876020,1591.761772,5217.106445,1453.719112,3398,20.331417,18.199638,35.663254,0.998591,827985.955241,1878.064528,2194.524743,6.513393,29.660009,1201562.745010,1603.104976,5412.860352,1460.882389,20.471194,18.212483,38.676341,0.998744,885630.388632,2746.578350,1399.116841,6.506274,29.745039,1009123.891381,1558.359441,5254.712402,1468.965725,19.373925,17.783871,24.800494,0.998594,702663.814896,3797.796889,2011.416524,6.497660,29.679280,1315481.206249,1638.848635,7030.558105,1486.390540,17.527300,17.113400,59.775042,0.998082,1439469.072056,1816.560072,2302.391562,6.513897,29.648480,810874.341143,1500.960717,4110.194336,1459.184864,20.563126,18.185229,39.683106,0.998570,405706.109845,2042.532003,642.915637,6.512074,29.825883,882007.778934,1540.233088,5029.732422,1482.782473,17.868262,17.264052,13.780046,0.996652,625743.742548,2835.053827,3215.646026,6.505574,29.550905,845266.927084,1516.094819,4343.803223,1461.249459,19.397038,17.644909,31.480590,0.996608,498952.324535,2433.205042,1749.656515,6.508843,29.707576,680775.154908,1466.457393,3757.296875,1453.455070,20.124045,18.115249,30.686732,0.998163,293767.353051,1515.532812,3008.993805,6.516366,29.572994,741601.135640,1487.929893,3796.345947,1465.778179,20.250587,18.124480,351.751914,0.999240,330532.410822,2456319.565647,1.001098,0.001490,0.985000,0.001098,0.001490
WASP-12b_00074_bdf.fits,0,56319.561389,2456319.561389,2456319.560810,2456319.566261,2456319.567026,1.153122,60.091266,-19.990000,100,6.509110,29.672297,21.861377,18,32,48,0.154584,0.189486,0.156706,0.214325,0.120969,0.133759,0.126865,0.100305,0.109989,0.000245,0.000300,0.000277,0.000320,0.000253,0.000265,0.000256,0.000239,0.000245,630.671033,630.939251,566.464968,669.009829,478.840393,505.570656,495.065823,419.488818,448.335125,7031066.363056,4358.785341,2398.894090,2082.125991,6.509099,29.672306,1086890.890838,1017.876020,1586.209753,4307.128906,1498.031545,3508,22.721494,19.906725,294.561606,0.999833,427611.903870,1875.007327,2196.890953,6.513394,29.660016,1120051.785111,1600.370642,4372.601562,1503.946297,22.887811,19.932636,286.214324,0.999843,447219.346656,2743.552590,1401.606630,6.506275,29.745046,952543.656406,1555.802243,4153.912109,1510.802819,21.611905,19.549992,298.076072,0.999725,373018.279564,3795.025027,2013.930114,6.497660,29.679276,1240962.456723,1640.629161,5546.377441,1530.161148,19.560836,18.873830,278.837719,0.998761,787450.240482,1813.531299,2304.793528,6.513897,29.648481,758755.163715,1505.321628,3450.008057,1503.487674,22.831231,19.946103,300.378988,0.999914,205897.719715,2039.450896,645.396172,6.512074,29.825910,829512.829000,1547.571034,4091.323486,1526.370161,20.262445,19.171365,356.211835,0.999444,321408.355782,2831.897276,3217.902070,6.505575,29.550913,791573.551803,1512.480779,3583.182129,1506.963223,21.723770,19.482213,55.673937,0.999955,257184.680434,2429.880426,1752.060493,6.508846,29.707587,640956.889719,1471.481987,3233.756348,1495.547578,22.341230,19.798013,284.149578,0.999784,155394.921250,1512.552952,3011.332902,6.516366,29.572989,696710.030579,1487.216239,3289.356689,1509.091095,22.811669,19.878177,311.146814,0.998698,173039.457862,2456319.567026,0.996970,0.001581,0.985000,-0.003030,0.001581
WASP-12b_00075_bdf.fits,0,56319.562768,2456319.562768,2456319.562189,2456319.567641,2456319.568405,1.148691,60.479090,-20.030000,100,6.509110,29.672297,19.968421,18,32,48,0.155485,0.190516,0.156484,0.212832,0.122045,0.133002,0.127354,0.100228,0.109822,0.000227,0.000278,0.000256,0.000295,0.000234,0.000243,0.000237,0.000220,0.000226,683.806307,684.183576,611.866654,720.589126,522.644546,548.239860,538.023618,455.296513,485.534339,7732532.844455,4423.948431,2398.584466,2080.546456,6.509098,29.672305,1202292.562563,1017.876020,1618.099010,5770.456543,1504.400651,3520,20.699137,18.037902,53.766908,0.999088,963968.071946,1874.688444,2195.259713,6.513393,29.660021,1237422.826096,1630.078411,5744.985352,1511.588971,20.808687,18.055497,60.227422,0.999250,1015186.773082,2743.188487,1400.111149,6.506274,29.745027,1046290.915713,1583.103250,5549.835449,1519.424170,19.446687,17.466729,47.859778,0.999269,835087.189248,3794.534791,2012.262307,6.497660,29.679275,1356932.765270,1669.033309,7219.708984,1538.026672,18.355176,16.740388,74.087779,0.997922,1640174.635636,1813.168952,2303.118837,6.513897,29.648492,841067.098338,1527.393063,4500.882812,1508.811402,20.833695,18.042236,52.135484,0.999545,470569.078774,2039.029288,643.743970,6.512075,29.825891,907715.234040,1561.484038,5250.483887,1534.171010,18.689707,16.938629,16.349091,0.997960,706352.008427,2831.775523,3216.465525,6.505573,29.550900,873525.036192,1535.190942,4768.246094,1513.376211,19.649869,17.314586,43.618720,0.997091,590194.060081,2429.652470,1750.484361,6.508844,29.707581,704412.222963,1489.753015,4075.122314,1505.098828,20.504906,17.898948,46.407014,0.999242,343126.096237,1512.106902,3009.788822,6.516366,29.572994,765166.745844,1508.290011,4044.000977,1518.264255,20.727922,17.979847,323.507056,0.999286,373924.665918,2456319.568405,1.002786,0.001466,0.985000,0.002786,0.001466
WASP-12b_00076_bdf.fits,0,56319.564147,2456319.564147,2456319.563568,2456319.569020,2456319.569784,1.144350,60.866605,-20.060000,100,6.509110,29.672297,19.589682,18,32,48,0.154874,0.190956,0.156835,0.212606,0.121889,0.132838,0.127070,0.099914,0.110211,0.000227,0.000278,0.000255,0.000294,0.000233,0.000241,0.000236,0.000220,0.000226,683.441814,687.529556,614.202492,723.267454,522.892188,551.842323,538.288098,455.134134,487.484375,7784335.189191,4439.505302,2401.875859,2081.752213,6.509098,29.672299,1205589.568123,1017.876020,1624.482625,5947.878418,1518.345911,3454,20.306039,17.785478,351.780337,0.999883,1046297.318948,1877.822979,2196.554820,6.513394,29.660007,1248126.209431,1635.371922,6329.402344,1523.228536,20.359504,17.774734,350.703732,0.999928,1133613.537129,2746.440880,1401.221856,6.506274,29.745032,1055342.526663,1590.520213,5813.559082,1531.001782,19.270364,17.292877,339.366872,0.999384,910413.638445,3797.781621,2013.418266,6.497659,29.679275,1364825.269652,1672.241280,7853.437012,1553.097370,17.785242,16.398216,270.942531,0.998971,1830729.438688,1816.455925,2304.408854,6.513897,29.648479,845739.258103,1535.670534,4631.352539,1523.350029,20.512887,17.867887,358.684164,0.999961,509987.401245,2042.370168,645.088707,6.512074,29.825871,912800.632325,1559.214225,5596.919434,1548.918256,17.969240,16.553754,359.939098,0.997357,801344.318762,2834.850066,3217.544027,6.505574,29.550903,877635.075129,1542.215587,4809.012695,1526.825258,19.378804,17.095582,21.502613,0.998676,632402.287982,2433.060300,1751.756366,6.508843,29.707569,707112.916182,1496.458577,4282.442383,1518.145490,20.078315,17.681971,325.159201,0.999938,371992.436899,1515.459627,3010.774876,6.516366,29.573011,772753.301706,1517.026824,4057.010498,1530.818337,20.646744,17.785651,326.903070,0.996949,405266.035461,2456319.569784,0.998850,0.001462,0.985000,-0.001150,0.001462
WASP-12b_00077_bdf.fits,0,56319.565526,2456319.565526,2456319.564947,2456319.570399,2456319.571163,1.140096,61.253802,-20.010000,100,6.509110,29.672297,19.448883,18,32,48,0.155526,0.190586,0.156524,0.212564,0.121931,0.132906,0.127479,0.100177,0.110083,0.000230,0.000281,0.000259,0.000298,0.000236,0.000245,0.000240,0.000223,0.000229,676.810411,677.323507,605.371534,712.735360,516.306955,542.797438,532.017876,449.850624,480.098564,7680898.665701,4443.152309,2401.538085,2080.944198,6.509098,29.672307,1194577.043540,1017.876020,1624.113658,5684.070801,1533.337813,3479,20.251875,17.903563,49.075294,0.999474,961464.875623,1877.519618,2195.762706,6.513393,29.660015,1229539.188108,1635.660096,5764.228027,1539.911079,20.417317,17.907652,56.211105,0.999309,1028620.226003,2746.032682,1400.436581,6.506274,29.745032,1039533.444561,1589.641790,5497.958984,1546.247299,19.145227,17.435599,44.537749,0.999764,823972.964088,3797.330612,2012.636870,6.497659,29.679278,1346473.302412,1674.400635,7377.085449,1567.616248,17.381101,16.602683,77.404116,0.997526,1690912.139774,1816.002032,2303.685109,6.513897,29.648480,834756.935457,1534.766824,4514.801270,1539.510265,20.215775,17.833156,56.666957,0.999351,479641.086885,2042.131782,644.246506,6.512072,29.825877,901077.421868,1565.367259,5363.675293,1564.397332,17.948205,16.853525,22.639042,0.998794,719448.720370,2834.473768,3216.869993,6.505574,29.550908,868444.530894,1543.534038,4620.650391,1541.094438,19.264597,17.290630,36.364189,0.997632,580490.922569,2432.567433,1750.870054,6.508844,29.707582,699383.903163,1497.157419,4044.868164,1531.570154,20.128618,17.814540,51.905192,0.999269,340423.390064,1514.806134,3010.194936,6.516368,29.573005,761689.939238,1518.478996,4061.616211,1546.030814,20.287233,17.798280,316.099728,0.999258,387078.557212,2456319.571163,1.003060,0.001482,0.985000,0.003060,0.001482
WASP-12b_00078_bdf.fits,0,56319.566905,2456319.566905,2456319.566326,2456319.571778,2456319.572542,1.135930,61.640616,-19.970000,100,6.509110,29.672297,18.900336,18,32,48,0.154957,0.191001,0.156864,0.211948,0.122360,0.133004,0.127194,0.100067,0.109802,0.000225,0.000277,0.000254,0.000292,0.000232,0.000241,0.000235,0.000219,0.000225,687.274255,690.244850,618.182447,725.698034,528.190013,552.360549,540.182993,457.225692,487.567380,7873650.703701,4472.395577,2398.573085,2079.790031,6.509097,29.672293,1220079.378182,1017.876020,1634.380556,6557.920410,1539.721142,3368,19.649694,17.165145,13.776769,0.999385,1307096.010193,1874.556438,2194.532628,6.513393,29.660008,1262697.894726,1647.992956,6728.183105,1545.946781,19.780746,17.110890,25.414328,0.999781,1416475.649021,2742.985607,1399.320725,6.506274,29.745014,1067618.991152,1597.896801,6463.576660,1551.672337,18.737461,16.612934,4.120727,0.999478,1128116.842910,3794.390626,2011.440762,6.497660,29.679284,1376961.140292,1681.894695,9068.698242,1573.984184,17.000290,15.633948,71.987517,0.998646,2290001.749444,1812.988216,2302.396999,6.513897,29.648480,858384.804054,1541.821058,5198.374023,1543.827576,19.846074,17.102220,33.001770,0.999894,648372.739279,2039.074097,643.123802,6.512073,29.825843,924290.243261,1578.068207,6140.529297,1569.467429,17.369151,15.961330,3.049805,0.995896,975650.809397,2831.502326,3215.666439,6.505574,29.550898,888470.884749,1555.890197,5436.921387,1547.468345,18.573484,16.359456,22.191773,0.996757,799431.543956,2429.627041,1749.733193,6.508843,29.707566,716221.047189,1508.730336,4666.109863,1540.015279,19.346498,17.014147,20.802437,0.999394,468548.163815,1511.892888,3008.990525,6.516367,29.572996,779005.698278,1529.648488,4626.396973,1553.139652,19.799628,17.000540,329.477456,0.997193,506984.595070,2456319.572542,0.999400,0.001454,0.985000,-0.000600,0.001454
WASP-12b_00079_bdf.fits,0,56319.568284,2456319.568284,2456319.567706,2456319.573157,2456319.573921,1.131849,62.027063,-19.930000,100,6.509110,29.672297,18.998724,18,32,48,0.155280,0.190921,0.156552,0.212537,0.121999,0.132772,0.126774,0.100601,0.110103,0.000224,0.000276,0.000253,0.000292,0.000231,0.000239,0.000234,0.000218,0.000224,691.689191,691.932809,619.544939,727.515568,528.807960,556.327351,541.651334,462.234280,491.137480,7913388.420897,4475.865830,2400.334451,2081.995445,6.509097,29.672290,1228794.068376,1017.876020,1634.915817,6610.260254,1540.678084,3431,19.735290,17.233078,78.279318,0.999672,1303769.367555,1876.291128,2196.712868,6.513394,29.660008,1268622.665751,1652.525853,6566.069824,1546.291060,19.874392,17.291220,89.802348,0.999454,1379733.699382,2744.819369,1401.546713,6.506274,29.745015,1071162.630067,1600.328284,6413.707520,1554.915536,18.740511,16.706286,271.697752,0.999743,1124281.692064,3796.109788,2013.614608,6.497659,29.679281,1387083.214852,1690.960477,8828.589844,1577.049966,16.942286,15.715511,83.457110,0.996355,2274236.847018,1814.770844,2304.588582,6.513898,29.648477,860451.507232,1544.329048,4895.689941,1546.187097,19.921212,17.275401,88.187653,0.999023,636780.055703,2040.945574,645.419858,6.512073,29.825852,927526.175639,1571.638016,6176.935059,1572.066911,17.558617,15.984386,6.109159,0.999645,975802.577757,2833.254029,3217.771007,6.505574,29.550900,890342.301279,1555.260571,5418.919922,1550.002293,18.785678,16.453160,41.629729,0.999213,786058.862546,2431.441507,1751.978692,6.508843,29.707562,723328.916130,1506.313334,4612.287109,1538.758688,19.364363,17.127973,78.809923,0.999523,467844.761883,1513.797882,3011.085268,6.516366,29.573000,784871.009947,1529.484132,4511.912598,1555.147714,20.066163,17.059436,311.081605,0.996567,508414.842907,2456319.573921,1.001489,0.001448,0.985000,0.001489,0.001448
