Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Peak_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,Angle_C8,Roundness_C8,Variance_C8,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Peak_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,Angle_C9,Roundness_C9,Variance_C9,BJD_TDB_B,rel_flux_T1_dfn,rel_flux_err_T1_dfn,rel_flux_T1_dfn_model,rel_flux_T1_dfn_residual,rel_flux_err_T1_dfn_residual
WASP-12b_00217_bdf.fits,0,56319.758608,2456319.758608,2456319.758029,2456319.763471,2456319.764235,1.168188,58.826360,-20.000000,100,6.509110,29.672297,21.301294,18,32,48,0.155025,0.190025,0.156374,0.213398,0.121615,0.133111,0.127274,0.100255,0.110243,0.000249,0.000304,0.000282,0.000326,0.000257,0.000268,0.000261,0.000244,0.000250,621.806194,625.726260,554.986674,655.013020,473.481776,496.825596,486.904111,410.885960,441.533579,7222207.002255,4551.968041,2402.229761,2078.325867,6.509099,29.672295,1119620.317969,1017.876020,1656.554024,5009.669434,1681.181992,3419,22.311021,19.379915,333.059979,0.995665,564992.970357,1878.205776,2193.321620,6.513395,29.660009,1153253.413402,1657.680695,5066.120605,1671.278080,22.608265,19.411114,334.411146,0.995902,592152.919675,2746.634137,1397.547779,6.506275,29.745036,976642.864725,1629.417904,4974.736328,1713.747358,21.023055,18.927350,330.905648,0.993777,497185.037722,3798.220534,2009.246011,6.497660,29.679274,1270157.831649,1717.859801,6371.088867,1758.750369,18.949977,18.114646,317.681207,0.996975,1031047.466674,1816.762411,2301.158306,6.513898,29.648485,783094.889705,1570.163049,3965.588623,1670.512511,22.526455,19.400268,334.118476,0.995591,274223.396799,2042.485470,641.662260,6.512074,29.825895,848420.061301,1610.907433,4784.993164,1718.465830,19.382964,18.339633,341.120575,0.989341,439890.076409,2835.542831,3213.945815,6.505573,29.550897,815415.910045,1584.176212,4297.201660,1690.098905,21.039557,18.761791,344.627337,0.996719,347097.996022,2433.195242,1748.227897,6.508845,29.707574,658084.116479,1543.004576,3754.986572,1684.749734,21.843031,19.261127,333.388452,0.994770,205498.823781,1515.993698,3007.813448,6.516366,29.572998,717137.914949,1554.204173,3703.599121,1677.261552,22.027319,19.289180,329.130435,0.990404,229529.861763,2456319.764235,0.999792,0.001608,0.985000,-0.000208,0.001608
WASP-12b_00218_bdf.fits,0,56319.759987,2456319.759987,2456319.759408,2456319.764850,2456319.765614,1.173015,58.437467,-20.010000,100,6.509110,29.672297,20.948332,18,32,48,0.154876,0.189678,0.156038,0.213892,0.121578,0.133471,0.127678,0.099768,0.110235,0.000250,0.000305,0.000283,0.000328,0.000258,0.000270,0.000263,0.000244,0.000251,618.568685,620.947728,551.015141,652.611327,470.700225,493.673107,485.786759,408.360042,439.557869,7161680.256330,4538.287927,2400.017690,2078.596093,6.509099,29.672301,1109169.239347,1017.876020,1649.624546,4859.349609,1675.415586,3496,21.942812,19.233058,332.642875,0.997299,558679.428019,1876.043198,2193.553953,6.513395,29.660019,1141834.784892,1654.973575,4924.541992,1667.047051,22.106374,19.259888,334.874539,0.997648,584200.441280,2744.453076,1397.846973,6.506275,29.745040,966656.449580,1624.948600,4802.037598,1708.445597,20.514895,18.826008,333.007950,0.996233,487269.724106,3796.050275,2009.574612,6.497660,29.679277,1261914.722442,1711.950417,6293.621582,1751.545925,18.659542,18.088308,315.755969,0.998641,1010876.057812,1814.618907,2301.454327,6.513898,29.648488,776320.177088,1565.872975,3888.518799,1664.105143,22.135973,19.314946,336.212215,0.997705,269827.686897,2040.293714,641.939862,6.512074,29.825902,843319.551089,1611.675657,4621.547363,1713.927709,19.223128,18.336618,343.221727,0.992883,425743.430717,2833.406846,3214.244469,6.505573,29.550907,810860.945339,1578.285970,4237.644043,1684.961178,20.752271,18.729613,352.509154,0.997814,344676.203816,2431.055458,1748.470920,6.508844,29.707583,649690.422521,1532.833836,3638.367920,1679.689129,21.474761,19.095584,333.164208,0.997318,200535.636021,1513.804497,3008.195352,6.516366,29.572994,711083.203379,1547.858140,3682.819092,1671.996639,21.725236,19.185815,330.295687,0.993395,229122.164926,2456319.765614,0.998823,0.001615,0.985000,-0.001177,0.001615
WASP-12b_00219_bdf.fits,0,56319.761366,2456319.761366,2456319.760787,2456319.766229,2456319.766993,1.177938,58.048381,-20.000000,100,6.509110,29.672297,21.810922,18,32,48,0.155212,0.190145,0.156386,0.213388,0.121783,0.133124,0.127579,0.099968,0.109954,0.000248,0.000303,0.000281,0.000323,0.000255,0.000267,0.000260,0.000242,0.000249,625.393394,627.827834,557.306872,659.744772,477.335978,498.839862,490.529139,413.257533,442.085511,7226452.720765,4530.709806,2399.880414,2077.397634,6.509099,29.672306,1121632.355790,1017.876020,1649.867155,4758.344238,1665.117765,3383,22.762093,19.516848,329.611484,0.996993,532771.091752,1875.826047,2192.407730,6.513395,29.660017,1154545.613750,1654.868362,4840.443359,1655.705982,22.957524,19.606922,333.647914,0.997551,550464.363498,2744.236558,1396.791029,6.506275,29.745036,977284.927389,1624.048802,4667.310059,1697.359080,21.413790,19.079816,329.333400,0.995761,465929.465972,3795.857453,2008.449636,6.497660,29.679278,1270852.331883,1705.367341,6040.784180,1741.998356,19.575584,18.311283,308.929959,0.997497,965233.116547,1814.443891,2300.298749,6.513898,29.648486,784520.154083,1559.761830,3821.537354,1653.288241,23.091150,19.617703,331.978595,0.997305,255598.561851,2040.158225,640.974576,6.512074,29.825894,848993.791447,1605.770244,4480.584961,1702.653086,20.022045,18.542371,339.574014,0.991237,411484.398979,2833.279605,3213.018639,6.505573,29.550903,817629.052499,1576.279340,4085.349121,1673.348381,21.468574,18.963047,343.911466,0.997647,326995.119930,2430.792507,1747.337879,6.508845,29.707584,656760.513377,1530.989108,3581.905518,1668.684078,22.361383,19.411289,329.795404,0.997096,190931.136722,1513.611477,3006.935174,6.516367,29.572996,715866.336337,1550.158226,3554.664551,1662.120266,22.646153,19.414097,330.192123,0.993046,216046.975839,2456319.766993,1.000987,0.001601,0.985000,0.000987,0.001601
WASP-12b_00220_bdf.fits,0,56319.762745,2456319.762745,2456319.762166,2456319.767608,2456319.768372,1.182961,57.659080,-19.990000,100,6.509110,29.672297,22.322454,18,32,48,0.153933,0.189660,0.156374,0.214183,0.121127,0.134149,0.127166,0.099873,0.109881,0.000263,0.000321,0.000298,0.000344,0.000271,0.000286,0.000276,0.000258,0.000264,586.323823,590.725463,524.337777,623.327381,446.809150,469.759981,460.399617,387.131318,416.706665,6820686.546516,4546.252396,2401.021325,2077.153830,6.509099,29.672305,1049931.310156,1017.876020,1648.291862,4293.601074,1709.264583,3454,23.035112,20.075903,345.107895,0.996743,374404.783822,1877.020545,2192.195495,6.513395,29.660014,1087379.476807,1656.380977,4355.297363,1700.535824,23.463875,20.156529,346.940791,0.997023,392576.208043,2745.484049,1396.421598,6.506275,29.745046,922345.696836,1629.052804,4191.869141,1739.229502,22.018835,19.730248,342.690810,0.995915,329187.826558,3796.975146,2008.061126,6.497661,29.679287,1203175.096593,1706.238926,5499.544434,1784.755223,19.887538,19.069904,331.461806,0.999009,680660.827475,1815.633168,2300.060418,6.513898,29.648486,736908.089765,1566.152036,3525.907227,1696.269988,23.624446,20.116696,345.736594,0.996077,179669.822764,2041.202030,640.564966,6.512074,29.825912,806761.028309,1620.097304,4073.021240,1742.378281,20.547313,19.302294,349.645581,0.991890,291062.222780,2834.393390,3212.872775,6.505572,29.550895,769505.671159,1581.051021,3768.202393,1717.508674,22.128551,19.598152,355.096901,0.996136,232048.860589,2432.078287,1747.059531,6.508844,29.707587,619348.779577,1541.765929,3351.906006,1710.879819,22.925325,19.984999,345.471916,0.996470,135552.880447,1514.757947,3006.706775,6.516367,29.572997,675262.707469,1550.947004,3406.800537,1703.505140,23.271089,20.023948,339.229934,0.994229,155377.032099,2456319.768372,0.992734,0.001693,0.985000,-0.007266,0.001693
WASP-12b_00221_bdf.fits,0,56319.764124,2456319.764124,2456319.763546,2456319.768987,2456319.769751,1.188083,57.269632,-19.990000,100,6.509110,29.672297,22.264002,18,32,48,0.154491,0.190009,0.156208,0.214267,0.121485,0.133744,0.127415,0.100133,0.109191,0.000266,0.000325,0.000301,0.000348,0.000275,0.000288,0.000279,0.000262,0.000267,580.670908,585.236318,518.207027,615.231322,441.969024,465.142157,456.032069,382.781645,408.632245,6792245.541113,4580.913997,2398.433913,2075.754251,6.509099,29.672312,1049338.366978,1017.876020,1662.771457,4377.332520,1755.051833,3421,23.023965,20.001878,343.159614,0.993192,387857.164026,1874.462053,2190.824627,6.513395,29.660018,1084521.297598,1666.352319,4361.676270,1746.441992,23.323072,20.035584,344.090941,0.992885,404581.204770,2742.839790,1395.030729,6.506275,29.745051,917656.325262,1639.943566,4273.588867,1788.687763,21.875426,19.584129,340.210013,0.990953,337219.717990,3794.391984,2006.690978,6.497661,29.679288,1198543.921410,1722.792797,5348.746582,1831.376367,19.897865,18.975262,332.767399,0.996451,702556.171965,1813.052656,2298.702662,6.513898,29.648490,735773.377036,1580.696475,3556.469482,1744.400844,23.682146,20.010688,343.458209,0.992690,187725.761554,2038.674346,639.168586,6.512073,29.825918,801258.346746,1624.570375,4137.082520,1792.913693,20.426608,19.128551,344.766735,0.986537,300291.205150,2831.769925,3211.512496,6.505572,29.550905,767628.450154,1591.816135,3813.224121,1764.909295,21.941759,19.526786,351.144051,0.993229,238999.157534,2429.429277,1745.641483,6.508845,29.707594,618220.610578,1556.389057,3261.287109,1756.859609,22.923755,19.899950,339.815173,0.992957,139046.022171,1512.135471,3005.409634,6.516367,29.573001,668643.212328,1567.340844,3335.900635,1753.023969,23.281423,19.886968,339.923356,0.990218,158593.468953,2456319.769751,0.996321,0.001716,0.985000,-0.003679,0.001716
WASP-12b_00222_bdf.fits,0,56319.765504,2456319.765504,2456319.764925,2456319.770366,2456319.771130,1.193307,56.880035,-20.010000,100,6.509110,29.672297,20.515452,18,32,48,0.154817,0.189887,0.156248,0.214569,0.120757,0.133809,0.127834,0.099642,0.109752,0.000263,0.000320,0.000297,0.000344,0.000270,0.000284,0.000276,0.000258,0.000264,589.774305,592.488821,525.699078,623.945574,446.583526,470.982155,463.536623,386.552446,416.114252,6830160.542660,4544.393736,2401.484262,2075.342359,6.509099,29.672312,1057422.601911,1017.876020,1649.123908,4702.488281,1709.634926,3379,21.484289,19.572319,331.432709,0.998581,448221.890541,1877.433250,2190.429889,6.513395,29.660017,1089985.866278,1654.843088,4684.183105,1699.425657,21.919886,19.650024,334.241006,0.998570,464519.974342,2745.914908,1394.582180,6.506275,29.745053,922984.442235,1625.708565,4440.027344,1741.152586,20.244903,19.251276,328.341107,0.997784,377630.625510,3797.546665,2006.321124,6.497660,29.679280,1206634.418291,1709.882057,5827.855469,1783.545585,17.802015,18.607619,309.850051,0.998522,799108.566614,1816.086702,2298.194525,6.513898,29.648500,735924.438253,1565.295961,3722.358154,1697.784157,21.799288,19.571899,332.457353,0.998433,214404.255945,2041.689600,638.772273,6.512074,29.825918,806078.194892,1614.333773,4335.130371,1744.661499,18.925405,18.842444,337.693254,0.996123,331637.855822,2834.861691,3211.151592,6.505573,29.550903,774160.788652,1578.781108,4055.282715,1717.106997,20.028272,19.133929,345.725311,0.998846,275420.741211,2432.478687,1745.309515,6.508845,29.707585,618904.412874,1543.402832,3487.782715,1711.445774,20.966410,19.486470,333.244353,0.997889,158759.555694,1515.204496,3005.013547,6.516367,29.572999,675487.981185,1554.193274,3595.394043,1703.954798,21.468603,19.500122,331.519923,0.995294,183980.814306,2456319.771130,0.998417,0.001693,0.985000,-0.001583,0.001693
WASP-12b_00223_bdf.fits,0,56319.766883,2456319.766883,2456319.766304,2456319.771745,2456319.772509,1.198634,56.490305,-20.030000,100,6.509110,29.672297,22.333005,18,32,48,0.154482,0.189875,0.155949,0.213977,0.122122,0.133471,0.126883,0.099845,0.110236,0.000261,0.000320,0.000296,0.000342,0.000271,0.000282,0.000274,0.000256,0.000263,590.820268,593.492846,526.545401,625.537449,450.662206,473.475791,462.439370,389.272032,419.162482,6897881.349485,4573.037716,2399.147326,2073.279643,6.509099,29.672312,1065601.812844,1017.876020,1659.483509,4476.453613,1739.124593,3455,23.273940,19.769480,327.841818,0.997611,429787.027926,1875.156794,2188.273675,6.513395,29.660026,1100733.701186,1669.221719,4481.255371,1729.973264,23.462825,19.834376,329.739240,0.998103,445773.967668,2743.602406,1392.624682,6.506275,29.745049,930593.273336,1637.110305,4272.405273,1770.792264,21.992720,19.363483,324.540037,0.996171,377334.605020,3795.239245,2004.322560,6.497660,29.679282,1215828.536588,1719.187881,5609.764160,1813.547015,19.849373,18.633976,304.338566,0.997571,795923.922613,1813.743252,2296.126944,6.513898,29.648499,750703.430161,1581.208535,3620.754639,1726.614604,23.488453,19.834744,328.541829,0.996906,207450.213218,2039.408374,636.860692,6.512074,29.825913,812252.628074,1617.729936,4225.192871,1774.260438,20.778259,18.880325,335.997465,0.994313,329091.089843,2832.578525,3208.907812,6.505573,29.550915,776679.359462,1588.954432,3868.992432,1748.520828,21.980644,19.221752,339.576221,0.998885,265585.508158,2430.123805,1743.184632,6.508845,29.707595,626194.865138,1550.216567,3445.700928,1740.839694,22.982050,19.624321,327.790303,0.997185,155878.957022,1512.907053,3002.883344,6.516367,29.573001,684895.555541,1563.783078,3496.595947,1734.236935,23.188783,19.716991,326.584693,0.993841,176723.772157,2456319.772509,0.996254,0.001686,0.985000,-0.003746,0.001686
WASP-12b_00224_bdf.fits,0,56319.768262,2456319.768262,2456319.767683,2456319.773124,2456319.773889,1.204066,56.100463,-20.030000,100,6.509110,29.672297,20.846902,18,32,48,0.154290,0.190023,0.156160,0.214232,0.121228,0.133199,0.127815,0.100122,0.109649,0.000259,0.000316,0.000293,0.000339,0.000267,0.000280,0.000271,0.000254,0.000260,595.952649,601.377209,532.830013,632.617440,454.725652,476.400293,471.008707,394.481588,422.246304,6955764.298549,4558.909473,2402.290624,2077.805823,6.509099,29.672297,1073205.958111,1017.876020,1657.770645,4660.250000,1715.565818,3408,21.934485,19.417672,346.212095,0.999093,477802.479152,1878.318766,2192.706110,6.513394,29.660022,1110696.595619,1661.421238,4708.832520,1706.408843,22.281462,19.501582,351.618989,0.999056,501187.786684,2746.706123,1397.065138,6.506275,29.745039,939500.033290,1633.150436,4534.117676,1747.043053,20.396262,19.005221,342.685982,0.998184,420190.874865,3798.377990,2008.712917,6.497660,29.679283,1227236.346357,1715.987568,5972.999023,1788.365101,18.324592,18.343572,303.441823,0.999827,883939.279533,1816.936420,2300.667210,6.513898,29.648484,752064.129016,1570.393955,3799.892090,1704.892071,22.110233,19.441271,357.186312,0.998814,231450.628785,2042.483664,641.189276,6.512074,29.825905,817599.897557,1619.614022,4381.397949,1751.622598,18.861845,18.634814,351.193671,0.996085,360824.100161,2835.677495,3213.359112,6.505573,29.550907,788294.455921,1581.892480,4116.683594,1723.364067,20.533629,18.912089,7.510866,0.998597,304897.351188,2433.304339,1747.735944,6.508844,29.707576,633045.510004,1546.238591,3580.030762,1718.627726,21.661572,19.328824,350.913698,0.998622,174454.836255,1516.034192,3007.240964,6.516367,29.573006,687327.330785,1558.530402,3653.785889,1711.257477,21.518040,19.380413,340.858895,0.997753,195951.821314,2456319.773889,0.995007,0.001670,0.985000,-0.004993,0.001670
WASP-12b_00225_bdf.fits,0,56319.769641,2456319.769641,2456319.769062,2456319.774503,2456319.775268,1.209606,55.710522,-20.010000,100,6.509110,29.672297,21.170849,18,32,48,0.154583,0.190270,0.156614,0.214110,0.120754,0.132921,0.127574,0.099911,0.110299,0.000260,0.000318,0.000295,0.000341,0.000268,0.000281,0.000274,0.000255,0.000262,594.025158,598.102223,530.203283,627.529730,450.500894,473.767642,466.322635,391.616895,420.991584,6914126.240311,4561.939340,2398.671186,2079.875873,6.509099,29.672297,1068808.095908,1017.876020,1655.308076,4640.166992,1722.847714,3383,22.172665,19.498746,327.960168,0.997734,469204.904891,1874.716930,2194.824007,6.513394,29.660018,1105255.000441,1661.750505,4744.938477,1711.209606,22.519823,19.570210,330.623615,0.997704,489452.322984,2743.085342,1399.082927,6.506275,29.745044,936223.721178,1634.960242,4494.037598,1752.542632,20.881877,19.145274,324.942090,0.996186,406791.160936,3794.708325,2010.719538,6.497660,29.679281,1219314.853268,1719.564636,5872.261230,1796.768774,18.617624,18.429120,307.932195,0.997603,854409.511664,1813.392521,2302.764080,6.513897,29.648483,744950.991654,1570.644817,3777.455322,1711.970767,22.337485,19.562114,327.966969,0.997610,225723.537535,2038.989451,643.414999,6.512073,29.825891,811206.637247,1615.614006,4329.487305,1756.982495,19.124433,18.641806,335.252520,0.994453,355367.562808,2832.117343,3215.398004,6.505573,29.550907,782265.336840,1586.291088,4011.020020,1730.422295,20.895295,18.946000,341.658696,0.998844,292759.340689,2429.721701,1749.762368,6.508844,29.707581,628048.668159,1545.332493,3523.274658,1723.431464,21.891740,19.391859,328.534274,0.997399,169367.102188,1512.516247,3009.410505,6.516366,29.572997,686861.031523,1561.528924,3633.726074,1717.426498,22.096695,19.477719,325.842508,0.993943,195146.359824,2456319.775268,0.996890,0.001678,0.985000,-0.003110,0.001678
WASP-12b_00226_bdf.fits,0,56319.771020,2456319.771020,2456319.770442,2456319.775883,2456319.776647,1.215254,55.320462,-20.010000,100,6.509110,29.672297,20.624430,18,32,48,0.155070,0.190128,0.156189,0.214033,0.121084,0.133628,0.128037,0.099585,0.109760,0.000280,0.000341,0.000316,0.000364,0.000289,0.000303,0.000295,0.000275,0.000281,553.914043,557.793382,493.824694,587.720910,418.360435,441.446381,434.287063,362.072187,390.053421,6544160.910423,4638.522551,2400.918614,2079.503990,6.509099,29.672317,1014801.474769,1017.876020,1684.946294,4703.236328,1841.518338,3441,21.681744,19.604724,351.250110,0.999061,415334.338355,1876.901518,2194.638267,6.513395,29.660018,1045457.586483,1684.550813,4737.621582,1832.241479,21.946593,19.655150,352.324969,0.999103,427602.675198,2745.401833,1398.922406,6.506275,29.745040,884048.806388,1657.399910,4574.324707,1873.960297,20.303865,19.210614,343.712040,0.998518,357495.160795,3797.103923,2010.481540,6.497660,29.679286,1153731.705646,1733.680200,6003.417480,1916.947379,18.195783,18.557725,292.448914,0.999895,750894.574179,1815.483059,2302.515604,6.513899,29.648489,706807.810477,1605.191332,3805.400635,1829.098723,22.144135,19.640221,349.794973,0.998663,198947.316206,2041.171716,642.989054,6.512074,29.825915,771402.132170,1648.602331,4409.420410,1877.985398,18.532614,18.822592,350.489854,0.995684,308857.792182,2834.304118,3215.252334,6.505574,29.550903,742789.807031,1617.253558,4142.382324,1846.037281,20.112478,19.071601,10.129600,0.997979,262077.556174,2431.949492,1749.525359,6.508845,29.707586,592677.627656,1578.221121,3595.154297,1844.718884,21.215401,19.474323,349.718680,0.999273,148101.656272,1514.699087,3009.294288,6.516367,29.572988,647245.434572,1588.942629,3713.014893,1836.290284,21.487261,19.542395,338.820060,0.996779,169505.751121,2456319.776647,1.000020,0.001805,0.985000,0.000020,0.001805
WASP-12b_00227_bdf.fits,0,56319.772399,2456319.772399,2456319.771821,2456319.777262,2456319.778026,1.221013,54.930360,-20.010000,100,6.509110,29.672297,21.658540,18,32,48,0.154991,0.189365,0.156162,0.214403,0.121834,0.133372,0.127445,0.099711,0.110096,0.000328,0.000400,0.000373,0.000428,0.000342,0.000357,0.000348,0.000327,0.000334,472.335773,473.240710,419.033580,501.476745,355.866761,373.474048,365.974670,304.740995,329.475381,5824217.436277,4872.539081,2400.415968,2080.090670,6.509099,29.672308,902700.851862,1017.876020,1755.602075,4575.960938,2177.038560,3485,22.677220,19.925690,333.643853,0.998875,288094.316093,1876.446831,2195.181927,6.513394,29.660013,927303.707059,1760.491782,4549.567871,2169.393570,23.141507,19.975856,331.756134,0.998723,299983.814303,2744.815527,1399.377192,6.506275,29.745041,786674.612032,1737.557598,4441.909668,2205.642305,21.234243,19.549161,328.915318,0.997899,251883.401595,3796.470807,2011.023600,6.497660,29.679286,1028265.310689,1806.398751,5505.042969,2250.501346,19.185667,18.970962,308.045347,0.998937,514894.410420,1815.037690,2303.082454,6.513898,29.648483,632523.921304,1687.926545,3813.829102,2166.993204,22.959916,19.989735,327.437721,0.998861,138844.029465,2040.630852,643.485983,6.512073,29.825903,685377.460914,1731.694416,4350.816895,2212.165042,19.605783,19.142630,338.540954,0.997463,220098.876296,2833.884376,3215.853339,6.505572,29.550898,658361.385993,1702.228657,4045.338135,2185.357141,21.291194,19.445042,354.924315,0.999645,179047.170110,2431.544672,1749.993320,6.508843,29.707587,528080.590919,1671.713342,3643.250000,2179.715393,22.234903,19.832254,334.984776,0.998720,102894.526900,1514.222447,3009.796428,6.516366,29.572991,577630.447367,1679.301478,3726.419922,2175.401340,22.596432,19.958468,328.144942,0.996674,117380.024693,2456319.778026,0.999503,0.002116,0.985000,-0.000497,0.002116
WASP-12b_00228_bdf.fits,0,56319.773779,2456319.773779,2456319.773200,2456319.778641,2456319.779405,1.226884,54.540194,-20.030000,100,6.509110,29.672297,20.033161,18,32,48,0.154779,0.190179,0.156523,0.213839,0.121857,0.133167,0.127236,0.100370,0.109233,0.000289,0.000353,0.000328,0.000377,0.000300,0.000313,0.000305,0.000286,0.000291,535.737270,538.886621,477.361364,567.522256,406.157478,425.801096,416.859056,351.168283,375.156630,6349727.526731,4661.198720,2400.926634,2080.530159,6.509098,29.672305,982803.858153,1017.876020,1686.668433,4859.697754,1890.003063,3520,20.936621,19.201033,323.455545,0.999992,437069.757234,1876.823288,2195.585072,6.513395,29.660015,1014624.185398,1691.957275,4859.352051,1880.374907,21.271685,19.303148,351.912589,0.999948,450118.940007,2745.310577,1399.817427,6.506274,29.745042,859367.619770,1666.317852,4657.867676,1918.085825,19.604765,18.882924,328.694288,0.999701,372803.315726,3797.013129,2011.443144,6.497660,29.679276,1118614.289294,1740.716019,5887.501465,1960.647776,17.282717,18.243213,87.711218,0.999440,760063.804391,1815.497959,2303.437726,6.513897,29.648489,689711.846911,1612.344735,3886.990234,1878.166563,21.605482,19.343723,349.701224,0.999976,205858.646494,2041.025444,643.981076,6.512074,29.825914,746202.533451,1653.584739,4584.921387,1924.316494,18.352178,18.427849,354.315019,0.998244,318980.262885,2834.287799,3216.215079,6.505573,29.550904,716721.410143,1627.034951,4161.991699,1898.930600,19.639204,18.685604,28.738305,0.999064,267453.792533,2431.877090,1750.501638,6.508844,29.707579,579188.994815,1589.602080,3641.368408,1891.427510,20.730702,19.164781,347.861068,0.999978,155000.393440,1514.578506,3010.164749,6.516367,29.572997,625296.646948,1596.643702,3686.417969,1886.180875,20.875099,19.140385,334.159173,0.998339,176326.219134,2456319.779405,0.998128,0.001863,0.985000,-0.001872,0.001863
WASP-12b_00229_bdf.fits,0,56319.775158,2456319.775158,2456319.774579,2456319.780020,2456319.780784,1.232870,54.149992,-20.000000,100,6.509110,29.672297,21.584612,18,32,48,0.155215,0.190012,0.156566,0.214467,0.120949,0.133915,0.127457,0.099423,0.109735,0.000291,0.000356,0.000331,0.000381,0.000302,0.000317,0.000309,0.000289,0.000296,532.668607,533.092755,472.639845,562.776497,400.158754,422.804690,412.894333,343.580100,371.163713,6361130.736214,4721.886016,2401.169813,2079.366197,6.509099,29.672310,987346.072316,1017.876020,1702.532582,4677.222656,1950.262407,3385,22.622563,19.633216,329.592419,0.998771,388256.031627,1877.190912,2194.376914,6.513395,29.660025,1015697.592532,1712.005865,4626.896973,1944.313032,22.764258,19.659180,329.972056,0.998706,406671.301733,2745.488024,1398.663735,6.506275,29.745048,861116.318813,1685.989065,4509.120117,1978.439858,21.169807,19.184248,327.322875,0.997718,343257.132552,3797.090544,2010.286367,6.497660,29.679283,1123332.512268,1761.064565,5763.575684,2019.012413,19.154834,18.474326,301.689732,0.998832,715812.704136,1815.794714,2302.382447,6.513898,29.648482,686357.426764,1629.302185,3792.825195,1940.518496,22.827037,19.650437,331.845501,0.998801,187726.548200,2041.349853,642.928214,6.512074,29.825906,751249.129833,1675.590939,4407.318359,1983.273687,20.004874,18.739995,339.288607,0.995598,297991.704385,2834.528531,3214.959354,6.505573,29.550909,719115.685031,1647.795593,4055.644775,1959.628106,21.315570,19.020693,354.647222,0.998759,241972.141493,2432.198665,1749.400679,6.508844,29.707578,575249.893904,1615.118768,3636.404541,1955.408816,22.039730,19.519847,326.153240,0.998575,139406.139943,1514.977733,3009.080916,6.516366,29.572989,629012.177069,1623.350355,3629.677246,1947.259948,22.362831,19.533889,328.339199,0.995897,158372.618276,2456319.780784,1.000936,0.001879,0.985000,0.000936,0.001879
