Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_T8,rel_flux_C9,rel_flux_T10,rel_flux_C11,rel_flux_C12,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_T8,rel_flux_err_C9,rel_flux_err_T10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_T8,rel_flux_SNR_C9,rel_flux_SNR_T10,rel_flux_SNR_C11,rel_flux_SNR_C12,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Peak_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Peak_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Peak_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,Angle_T8,Roundness_T8,Variance_T8,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Peak_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,Angle_C9,Roundness_C9,Variance_C9,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Peak_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,Angle_T10,Roundness_T10,Variance_T10,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Peak_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,Angle_C11,Roundness_C11,Variance_C11,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Peak_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,Angle_C12,Roundness_C12,Variance_C12,BJD_TDB_B,rel_flux_T1_dfn,rel_flux_err_T1_dfn,rel_flux_T1_dfn_model,rel_flux_T1_dfn_residual,rel_flux_err_T1_dfn_residual
WASP-12b_00103_bdf.fits,0,56319.601385,2456319.601385,2456319.600806,2456319.606256,2456319.607020,1.056864,71.091851,-20.030000,100,6.509110,29.672297,18.661645,18,32,48,0.185664,0.240673,0.196746,0.203208,0.212326,0.152182,0.165566,0.230679,0.158995,0.133802,0.123786,0.136557,0.000275,0.000357,0.000324,0.000285,0.000291,0.000290,0.000302,0.000299,0.000295,0.000255,0.000271,0.000280,674.622116,674.445046,606.759512,713.089656,728.744661,524.339937,548.538331,772.151381,538.341356,525.698497,456.606527,488.149840,6547583.934192,4140.572267,2399.079657,2079.375958,6.509099,29.672298,1215653.754498,1017.876020,1629.765216,6293.756836,1533.126089,3500,20.140182,17.571311,303.662739,0.999720,1116032.621270,1875.114838,2194.213835,6.513394,29.660007,1270137.389743,1646.363296,6356.232910,1536.659959,20.222629,17.546454,292.676384,0.999674,1223803.192703,2743.738546,1398.948841,6.506274,29.745016,1076427.354782,1607.376134,6102.335449,1558.363996,18.914920,17.065996,310.740139,0.999685,989057.377316,3098.956911,3873.444796,6.503424,29.480547,1330522.050675,1665.372456,7663.448730,1549.417436,17.082587,15.708393,23.431039,0.996912,1979960.953258,3795.160945,2011.004057,6.497659,29.679277,1390223.455820,1693.043697,8340.903320,1601.154122,17.436749,16.167739,277.457258,0.997899,2013835.463868,1813.688607,2302.118000,6.513897,29.648475,864817.002189,1542.194485,4884.014648,1534.410059,20.176924,17.532055,292.238362,0.999745,567057.325686,2039.755926,642.832698,6.512074,29.825858,930068.028847,1572.473228,5881.901855,1569.787451,17.462835,16.406094,349.091655,0.998764,861341.293105,678.318351,1478.523743,6.523232,29.736072,1510390.175413,1707.030211,8494.955078,1550.314415,18.166196,16.482093,79.350014,0.997923,2214463.569490,2832.243393,3215.272111,6.505574,29.550898,898222.402894,1552.884675,5202.265625,1545.256232,18.772709,16.763437,29.325963,0.999630,712388.885143,2864.951907,328.742137,6.505300,29.859512,876077.168707,1571.716702,6139.488770,1613.524853,15.860740,15.594393,336.502199,0.997184,937966.477340,2430.251139,1749.461690,6.508844,29.707557,721221.925711,1505.634990,4502.653320,1538.944303,19.609923,17.419705,296.485296,0.999741,413364.551857,1512.623123,3008.654763,6.516366,29.572998,786689.830026,1523.399204,4403.205566,1543.434240,20.093345,17.440407,315.964534,0.995020,460380.805149,2456319.607020,0.986940,0.001463,0.971410,0.000530,0.001463
WASP-12b_00104_bdf.fits,0,56319.602764,2456319.602764,2456319.602185,2456319.607635,2456319.608399,1.054604,71.454810,-20.050000,100,6.509110,29.672297,18.447311,18,32,48,0.185438,0.241717,0.196300,0.203466,0.211994,0.151950,0.165147,0.231331,0.158648,0.134516,0.124402,0.136412,0.000274,0.000357,0.000323,0.000285,0.000291,0.000290,0.000302,0.000299,0.000296,0.000255,0.000271,0.000280,675.630495,676.421507,607.013079,713.899920,728.418111,523.561350,547.303969,772.679176,536.507803,527.798344,458.494763,486.981308,6547936.074832,4141.438911,2402.646214,2080.539891,6.509098,29.672291,1214235.592903,1017.876020,1624.836858,6675.179688,1533.602444,3404,19.739027,17.455122,305.692348,0.999965,1197021.977629,1878.676036,2195.348295,6.513393,29.660004,1274644.384237,1645.292417,6659.798340,1534.183044,20.005128,17.516691,293.401500,0.999913,1301209.400059,2747.270984,1400.044786,6.506274,29.745015,1074446.226591,1603.515423,6557.022461,1557.779297,18.593653,16.959258,323.588391,0.999672,1051873.457461,3102.361346,3874.450595,6.503425,29.480546,1332284.841896,1665.136449,8041.552246,1548.759446,16.876640,15.679517,22.174903,0.996496,2068242.877873,3798.557630,2012.115180,6.497660,29.679275,1388121.630948,1691.375329,8824.982422,1601.778422,17.049915,16.025513,272.437473,0.997900,2127692.150897,1817.255054,2303.241434,6.513897,29.648473,863719.162465,1542.874677,4952.652344,1532.979596,19.963118,17.505410,308.731271,0.999926,593197.575514,2043.254812,643.943033,6.512074,29.825849,928100.039375,1573.325869,6215.228516,1572.156425,17.547129,16.253974,349.315362,0.998382,916681.114941,681.775056,1479.611350,6.523232,29.736071,1514743.648605,1710.331375,9030.531250,1547.902341,17.812341,16.353340,75.852548,0.997820,2397970.427374,2835.718336,3216.287746,6.505574,29.550903,896577.635681,1556.266282,5332.214844,1543.447067,18.686391,16.703106,18.866568,0.999321,742757.003509,2868.566953,329.878406,6.505299,29.859500,880802.978105,1573.094619,6559.967285,1613.055145,15.687016,15.520794,340.372224,0.997402,994703.289692,2433.789763,1750.511888,6.508843,29.707562,724453.302438,1505.408651,4662.478027,1534.898571,19.499916,17.339093,291.087281,0.999928,441425.184199,1516.144517,3009.766070,6.516366,29.572997,785995.324045,1526.181804,4516.084961,1541.821811,19.907458,17.327240,316.302801,0.996151,478433.945808,2456319.608399,0.985738,0.001459,0.971217,-0.000478,0.001459
WASP-12b_00105_bdf.fits,0,56319.604143,2456319.604143,2456319.603565,2456319.609014,2456319.609778,1.052407,71.815876,-20.000000,100,6.509110,29.672297,18.184893,18,32,48,0.185350,0.241401,0.196143,0.203782,0.212907,0.151977,0.165686,0.230729,0.158620,0.134240,0.123728,0.136997,0.000274,0.000356,0.000323,0.000285,0.000291,0.000289,0.000301,0.000298,0.000294,0.000254,0.000270,0.000279,675.595079,677.220481,608.039222,715.919038,732.079284,525.020529,549.666784,773.820208,539.112179,528.138437,458.387206,490.251488,6574921.621825,4146.289114,2400.296012,2082.105051,6.509098,29.672288,1218659.760986,1017.876020,1631.930013,6945.296387,1536.288142,3424,19.469123,17.197306,60.291093,0.999583,1313205.000226,1876.302592,2196.882793,6.513393,29.660003,1278549.906195,1649.556470,7111.429199,1535.986306,19.590592,17.230910,65.850381,0.999491,1432631.902135,2744.807736,1401.515588,6.506275,29.745018,1078153.524569,1606.874897,6822.369141,1561.183830,18.544189,16.702990,52.753777,0.999822,1148136.999677,3100.100021,3876.056269,6.503424,29.480542,1339853.783866,1669.923944,8087.874512,1548.771057,16.710555,15.364691,29.511805,0.992955,2264553.682284,3796.288188,2013.615504,6.497659,29.679282,1399846.040255,1696.181579,9317.320312,1603.510314,16.811100,15.738716,79.366451,0.996956,2358697.312517,1814.816286,2304.742514,6.513897,29.648475,867409.010088,1545.201693,5324.978027,1534.063293,19.675555,17.216385,65.879162,0.999433,657729.171631,2040.806569,645.397616,6.512074,29.825846,934531.888789,1577.002400,6537.201660,1572.950908,17.145806,15.952940,9.894273,0.998812,1013096.949178,679.430606,1481.150166,6.523232,29.736063,1517022.372049,1711.164360,9857.039062,1549.431101,17.262772,16.068787,65.311342,0.995287,2628582.282008,2833.391381,3217.888593,6.505574,29.550899,900134.289962,1554.350391,5604.671387,1545.737979,18.471626,16.422623,41.491200,0.997795,817150.576021,2866.152466,331.301255,6.505299,29.859498,882615.499926,1575.769597,6850.565918,1616.987544,15.644628,15.156053,355.790288,0.998610,1087181.548198,2431.376583,1752.103899,6.508844,29.707554,723931.275586,1505.222339,4961.968262,1537.063318,19.077124,17.061725,60.161481,0.999410,479430.068485,1513.743683,3011.293246,6.516367,29.572997,792211.726637,1527.201908,4693.664551,1542.226976,19.815650,17.115135,311.784802,0.998369,518458.390592,2456319.609778,0.985272,0.001458,0.971043,-0.000771,0.001458
WASP-12b_00106_bdf.fits,0,56319.605522,2456319.605522,2456319.604944,2456319.610393,2456319.611157,1.050272,72.174911,-19.970000,100,6.509110,29.672297,17.836301,18,32,48,0.185460,0.241667,0.196356,0.203478,0.212209,0.151354,0.166165,0.230753,0.158810,0.134345,0.123753,0.136524,0.000274,0.000355,0.000322,0.000283,0.000290,0.000287,0.000301,0.000297,0.000294,0.000253,0.000269,0.000278,677.040454,680.932342,610.664950,718.414194,731.736887,526.920745,552.497094,775.658026,540.691091,530.060683,459.917550,491.597338,6575502.882959,4129.597527,2401.911474,2080.888178,6.509098,29.672277,1219492.564873,1017.876020,1630.274735,6950.824219,1520.681784,3505,19.176889,17.209001,274.679308,0.999045,1287929.642443,1877.928869,2195.740475,6.513394,29.659984,1279795.716180,1641.272853,7057.547363,1521.176077,19.321044,17.243972,89.815297,0.998966,1411510.545074,2746.502506,1400.407936,6.506274,29.744988,1079228.835989,1601.475285,6735.960449,1549.327892,18.065645,16.717799,279.705372,0.999137,1147164.554797,3101.709712,3874.792190,6.503425,29.480526,1337970.408965,1662.058229,8679.547852,1534.554058,16.471263,15.368021,36.301355,0.996586,2239778.709168,3797.865478,2012.499533,6.497660,29.679288,1395378.765413,1693.651927,9227.538086,1593.056332,16.456024,15.790530,87.018018,0.994798,2321184.924252,1816.455978,2303.553541,6.513897,29.648463,864398.021915,1534.410490,5280.496094,1519.760512,19.329837,17.204686,273.584001,0.998761,648552.433664,2042.431474,644.355901,6.512074,29.825779,936932.460849,1572.644569,6548.050781,1557.080422,16.637230,15.995821,352.215912,0.999813,1017941.350297,680.988996,1479.942614,6.523232,29.736056,1517319.496739,1708.376410,9531.657227,1534.241972,17.097124,16.044663,77.243628,0.994430,2615823.665963,2835.014480,3216.653298,6.505574,29.550891,901145.065342,1551.893974,5502.774902,1531.167687,18.144766,16.426270,58.502930,0.999342,806634.012799,2867.752488,330.210481,6.505300,29.859432,883386.536620,1571.522545,6956.694824,1602.740808,15.148139,15.198095,326.954184,0.998640,1100970.220229,2432.967058,1750.908337,6.508844,29.707537,724124.754724,1500.755133,4839.610352,1524.361342,18.793861,17.096605,86.852741,0.998977,470345.021717,1515.293805,3010.077663,6.516367,29.572991,789878.027961,1518.818192,4646.175293,1528.261328,19.393791,17.081854,306.252626,0.996687,515843.186182,2456319.611157,0.985860,0.001456,0.970886,-0.000026,0.001456
WASP-12b_00107_bdf.fits,0,56319.606902,2456319.606902,2456319.606323,2456319.611772,2456319.612536,1.048199,72.531801,-19.950000,100,6.509110,29.672297,18.006289,18,32,48,0.185206,0.241672,0.196285,0.203723,0.212285,0.151171,0.166250,0.230352,0.158317,0.134560,0.124238,0.136662,0.000273,0.000354,0.000321,0.000283,0.000289,0.000287,0.000300,0.000296,0.000293,0.000253,0.000269,0.000277,678.735059,682.458676,611.335765,720.154531,733.913413,526.463675,554.377529,777.614278,540.455582,531.883344,461.990836,492.879795,6598357.866364,4136.902640,2400.589704,2081.636481,6.509098,29.672290,1222057.057532,1017.876020,1629.337115,6778.684082,1523.901073,3475,19.193238,17.098003,75.206130,0.999284,1359736.534902,1876.592359,2196.412892,6.513394,29.660005,1284266.433775,1642.975711,7118.040527,1522.678620,19.526810,17.117418,74.019878,0.999114,1497664.256491,2745.109258,1401.098879,6.506275,29.745016,1082648.836471,1605.047981,6720.551758,1550.373987,18.398534,16.549586,83.622788,0.999812,1203629.653764,3100.410198,3875.680291,6.503425,29.480548,1344239.654871,1665.505045,8822.916016,1537.387129,16.522592,15.212662,34.019480,0.994792,2396269.056627,3796.559813,2013.216522,6.497660,29.679282,1400732.117048,1694.531417,9541.053711,1595.564061,16.641274,15.587997,83.033268,0.996032,2438207.295542,1815.105511,2304.274245,6.513897,29.648478,866491.701251,1540.130139,5156.472656,1523.619476,19.380496,17.050663,77.244310,0.999310,688350.832804,2041.172476,644.989316,6.512074,29.825845,940600.520763,1572.923209,6448.575195,1559.070205,16.918969,15.876195,11.588993,0.999322,1054232.873591,679.720071,1480.651793,6.523232,29.736069,1519947.252664,1706.595745,9389.750977,1535.276238,17.304243,15.937764,71.924561,0.994876,2715285.721298,2833.672920,3217.512001,6.505574,29.550898,901851.063604,1554.389639,5769.142090,1533.296975,18.264060,16.254848,43.848943,0.998347,861147.505438,2866.392187,330.934206,6.505300,29.859495,887872.736583,1573.750655,6862.017578,1603.950326,15.444158,15.016600,338.495459,0.998890,1136947.047561,2431.688931,1751.643198,6.508843,29.707556,729173.356708,1503.954656,4727.261719,1525.167254,18.968029,17.022204,81.349489,0.999270,498067.556381,1514.040271,3010.844521,6.516367,29.573000,793325.953793,1521.288999,4732.965820,1529.685151,19.513070,16.950490,311.244096,0.997385,544550.172346,2456319.612536,0.984514,0.001451,0.970744,-0.001230,0.001451
WASP-12b_00108_bdf.fits,0,56319.608281,2456319.608281,2456319.607702,2456319.613151,2456319.613915,1.046188,72.886371,-19.940000,100,6.509110,29.672297,18.888453,18,32,48,0.185797,0.241406,0.196148,0.203400,0.212332,0.151280,0.166021,0.230850,0.158505,0.134049,0.124317,0.136857,0.000276,0.000358,0.000324,0.000286,0.000292,0.000290,0.000304,0.000300,0.000296,0.000256,0.000272,0.000281,672.933204,673.965306,605.086237,711.496384,726.839739,521.521389,545.646807,770.783925,536.219272,522.981850,456.229243,487.606588,6504111.828519,4124.753865,2399.150749,2079.402558,6.509098,29.672288,1208446.806779,1017.876020,1624.051016,5988.140137,1520.737341,3477,20.253698,17.846188,75.928437,0.999398,1037477.238558,1875.152399,2194.184690,6.513394,29.660001,1264800.999052,1639.184043,6148.703125,1519.456696,20.400464,17.848498,70.510037,0.999069,1133501.616936,2743.725516,1398.921652,6.506274,29.745012,1066563.156955,1597.037803,5920.445801,1550.381328,19.076733,17.346588,65.712091,0.999734,915467.205201,3099.004748,3873.329916,6.503425,29.480546,1322936.850368,1659.333245,7565.006348,1536.502587,17.383137,16.085145,33.690487,0.993925,1827226.941042,3795.215366,2011.033992,6.497660,29.679274,1381032.267039,1686.159850,8127.065918,1594.683079,17.673516,16.513737,79.533156,0.996586,1848816.755867,1813.700507,2302.015251,6.513897,29.648476,854652.252948,1532.961396,4716.391602,1519.614634,20.356558,17.827419,72.883462,0.999225,518664.931330,2039.650997,642.743460,6.512074,29.825855,926070.398938,1574.766214,5687.574707,1557.329198,17.858415,16.721334,16.921137,0.999353,801114.975429,678.203658,1478.392850,6.523232,29.736074,1501474.150349,1699.398406,8300.125977,1535.292499,18.181662,16.706181,66.314592,0.995202,2121539.043488,2832.381293,3215.224538,6.505573,29.550893,889882.429795,1544.868831,4974.679199,1531.228881,19.180812,17.124735,44.382970,0.998161,651689.770155,2864.970473,328.733534,6.505299,29.859503,871872.322500,1572.755594,6135.645020,1605.710033,15.972812,15.878672,354.868065,0.999364,879310.976026,2430.249759,1749.407323,6.508844,29.707556,719165.568156,1502.244501,4266.041016,1522.647597,20.020955,17.767477,75.001419,0.999163,379518.969362,1512.609036,3008.588858,6.516367,29.572993,782977.022674,1517.538421,4331.633789,1526.930924,20.302676,17.693993,309.436926,0.998494,427684.556740,2456319.613915,0.987658,0.001468,0.970616,0.002042,0.001468
WASP-12b_00109_bdf.fits,0,56319.609660,2456319.609660,2456319.609081,2456319.614530,2456319.615294,1.044238,73.238497,-19.930000,100,6.509110,29.672297,18.694668,18,32,48,0.185939,0.241426,0.196041,0.203517,0.212211,0.151712,0.165912,0.230710,0.158843,0.133873,0.123879,0.136742,0.000272,0.000353,0.000320,0.000282,0.000289,0.000287,0.000299,0.000296,0.000293,0.000252,0.000268,0.000277,683.583438,683.290999,612.915013,720.461166,734.070035,529.385346,555.007753,779.895325,542.797399,531.886532,461.837640,494.006070,6598435.079624,4127.259740,2401.109628,2081.634571,6.509098,29.672284,1226905.070800,1017.876020,1622.475603,6604.923340,1511.391559,3425,20.085174,17.557613,59.833593,0.999024,1198241.066889,1877.008157,2196.446983,6.513394,29.659996,1283228.363608,1640.397265,6694.042969,1509.482715,20.221274,17.605601,65.775747,0.998843,1282508.231855,2745.678825,1401.017425,6.506274,29.745019,1081535.983512,1599.174183,6446.639648,1539.846820,18.800662,17.040644,59.027565,0.999525,1042454.612217,3100.972103,3875.471683,6.503424,29.480552,1342896.451797,1663.948422,8088.867676,1527.073497,17.145447,15.668061,33.234342,0.990645,2093754.339391,3797.200257,2013.175899,6.497659,29.679277,1400260.214114,1694.566571,8795.122070,1585.433727,17.037095,16.129720,74.328933,0.995925,2126731.009550,1815.559524,2304.287116,6.513898,29.648470,869195.567205,1535.586051,4993.984863,1509.809750,20.286524,17.613073,60.898807,0.999106,589444.353686,2041.683641,645.057441,6.512074,29.825836,938970.367153,1568.785141,6316.063477,1547.478173,17.428321,16.321962,19.537108,0.998586,929823.970857,680.327094,1480.770400,6.523232,29.736063,1522325.487041,1703.956350,8965.140625,1524.002533,18.102300,16.491180,63.123509,0.993624,2344792.949308,2834.249629,3217.388466,6.505574,29.550897,904449.849162,1551.586741,5198.783203,1521.479938,19.010767,16.863290,41.564292,0.996844,735480.754880,2866.976741,330.913135,6.505300,29.859492,883350.934970,1566.183530,6624.520996,1596.157432,16.096744,15.493859,3.531252,0.998528,1002200.746358,2432.188272,1751.534100,6.508844,29.707562,727308.213057,1501.069073,4618.714844,1515.616155,19.735416,17.412549,61.985974,0.998358,436857.036221,1514.490573,3010.851961,6.516367,29.572990,793746.735926,1518.641034,4465.194336,1516.486786,20.386294,17.450799,308.617448,0.999335,473244.846854,2456319.615294,0.988412,0.001446,0.970499,0.002913,0.001446
WASP-12b_00110_bdf.fits,0,56319.611039,2456319.611039,2456319.610460,2456319.615909,2456319.616673,1.042348,73.588005,-19.950000,100,6.509110,29.672297,18.788389,18,32,48,0.185179,0.240561,0.196685,0.204233,0.212907,0.151781,0.165480,0.231307,0.159062,0.134284,0.124221,0.136669,0.000279,0.000362,0.000329,0.000290,0.000296,0.000294,0.000308,0.000303,0.000300,0.000259,0.000276,0.000284,663.392025,665.387234,597.954957,704.669846,718.639024,515.646297,537.821325,762.276283,530.343809,518.230785,450.530579,480.752101,6462066.188178,4150.246139,2399.262334,2080.161255,6.509098,29.672286,1196641.563681,1017.876020,1631.907557,6343.078613,1558.295263,3502,20.085664,17.768746,73.962719,0.998939,1074334.404429,1875.210045,2194.997732,6.513394,29.659996,1253077.880935,1645.114662,6706.117676,1556.515826,20.265957,17.835679,74.968653,0.998994,1170168.943406,2743.845351,1399.606473,6.506275,29.745017,1062093.196631,1608.954360,6422.108398,1585.350111,18.997773,17.287101,83.072436,0.999363,954872.786779,3099.097834,3874.036493,6.503425,29.480548,1319769.902408,1670.108752,7862.675293,1570.804329,17.303879,15.919368,36.737240,0.994403,1914561.705945,3795.311484,2011.709673,6.497660,29.679272,1375818.306097,1698.366077,8663.048828,1631.012212,17.021973,16.322615,80.004069,0.995217,1990012.258633,1813.745578,2302.781693,6.513898,29.648476,851566.635486,1544.489801,4941.259766,1554.148149,20.351408,17.840868,76.904431,0.998986,533423.059858,2039.839040,643.600576,6.512074,29.825847,917514.203407,1583.467028,6063.561035,1595.093189,17.925958,16.626481,20.660439,0.999551,835962.257137,678.457891,1479.289440,6.523232,29.736067,1494718.708118,1709.801120,8965.492188,1569.415755,18.107376,16.724805,70.801677,0.994114,2168488.411500,2832.393365,3215.936556,6.505574,29.550895,886810.551104,1556.128286,5269.004883,1565.416934,19.152424,17.007066,54.138660,0.998382,680491.009887,2865.158371,329.462732,6.505300,29.859500,867751.947745,1578.983623,6638.225098,1643.137998,16.110043,15.763383,356.079202,0.999564,916858.675672,2430.356456,1750.104094,6.508844,29.707561,714029.347761,1510.364621,4563.811523,1559.749695,19.791064,17.664774,80.995484,0.999025,393725.786697,1512.685362,3009.290010,6.516367,29.572998,776974.372854,1527.695494,4471.317871,1563.509166,20.347145,17.636620,305.919107,0.998251,438199.030592,2456319.616673,0.984377,0.001484,0.970394,-0.001016,0.001484
WASP-12b_00111_bdf.fits,0,56319.612418,2456319.612418,2456319.611839,2456319.617288,2456319.618052,1.040518,73.934705,-19.980000,100,6.509110,29.672297,18.241304,18,32,48,0.185596,0.241868,0.195838,0.203605,0.212341,0.151333,0.166097,0.230744,0.158926,0.134598,0.123486,0.137071,0.000273,0.000355,0.000321,0.000284,0.000290,0.000288,0.000300,0.000297,0.000293,0.000253,0.000269,0.000278,678.615555,681.541842,610.237169,717.709936,731.356612,526.063502,552.905408,778.222625,541.693443,531.038356,459.597031,492.776647,6557939.731560,4116.914598,2402.047835,2081.999205,6.509098,29.672287,1217124.160127,1017.876020,1622.641754,6621.810547,1505.959562,3409,19.511008,17.432094,84.035301,0.999472,1184325.230628,1877.910333,2196.815584,6.513394,29.660000,1277232.394162,1636.183769,6687.456543,1502.421676,19.786243,17.581217,77.728197,0.999093,1258771.569569,2746.634588,1401.500171,6.506274,29.745004,1073971.001559,1595.273511,6535.836426,1536.067855,18.502506,17.033748,270.280547,0.999792,1044987.150056,3101.856688,3875.944991,6.503425,29.480542,1335228.209916,1660.864994,8141.907227,1519.016854,16.632255,15.705634,35.121980,0.994045,2055776.691272,3798.154776,2013.548124,6.497659,29.679282,1392519.224823,1691.476597,8619.440430,1582.542836,16.764051,16.115066,84.582098,0.995672,2110898.127201,1816.505625,2304.705922,6.513898,29.648469,861985.905808,1533.148924,4984.420410,1503.223391,19.932115,17.599127,75.885409,0.999298,571759.542760,2042.530788,645.396380,6.512074,29.825823,934100.134926,1566.628797,6328.129883,1542.775936,17.020630,16.370569,13.254998,0.999522,917654.376757,681.202084,1481.058568,6.523232,29.736068,1513203.784242,1696.590766,9278.265625,1515.982970,17.595527,16.480918,70.086991,0.994906,2338550.166075,2835.112950,3217.826063,6.505574,29.550895,899304.029141,1545.446955,5277.339355,1514.722160,18.456938,16.789177,53.272760,0.998683,734428.195472,2867.915548,331.189779,6.505299,29.859481,882684.199841,1567.100149,6758.491211,1593.445642,15.528540,15.509183,348.762577,0.999232,997562.981255,2433.165817,1751.984935,6.508843,29.707553,720803.371298,1495.098126,4675.064941,1510.369629,19.178121,17.380655,74.714109,0.999031,428712.806762,1515.499659,3011.310434,6.516367,29.572986,790542.894666,1516.045778,4631.283691,1509.763169,19.987720,17.479185,310.981781,0.997383,464310.647868,2456319.618052,0.986591,0.001454,0.970298,0.001293,0.001454
WASP-12b_00112_bdf.fits,0,56319.613797,2456319.613797,2456319.613218,2456319.618667,2456319.619432,1.038748,74.278428,-19.990000,100,6.509110,29.672297,18.477740,18,32,48,0.185310,0.241413,0.195475,0.203397,0.212473,0.151698,0.165724,0.231036,0.159247,0.134372,0.123781,0.137168,0.000272,0.000352,0.000319,0.000282,0.000288,0.000286,0.000298,0.000295,0.000292,0.000252,0.000267,0.000276,680.993069,685.872896,612.551940,720.536838,736.732618,530.712033,556.621027,783.589859,545.665768,532.895448,463.635244,496.986191,6576911.431136,4100.471776,2400.460277,2080.029419,6.509099,29.672286,1218768.701947,1017.876020,1620.375248,6448.172852,1485.785182,3445,19.713958,17.501854,48.686610,0.999365,1173648.593626,1876.401806,2194.848766,6.513395,29.659998,1278986.128732,1628.484250,6683.067871,1484.057778,19.866682,17.560931,51.665399,0.999442,1281900.913181,2744.987671,1399.433032,6.506275,29.745014,1075407.225160,1592.687918,6343.448730,1518.389411,18.691663,17.011631,37.864768,0.999853,1029650.524076,3100.262054,3873.935878,6.503424,29.480541,1337725.310409,1658.688124,8001.176270,1500.645620,17.032585,15.769812,32.333740,0.992487,2024535.986482,3796.406932,2011.464293,6.497660,29.679289,1397416.268042,1684.843673,8755.833008,1563.013627,16.958419,16.171794,70.976338,0.997852,2091019.362873,1814.978398,2302.735963,6.513898,29.648468,866288.433608,1526.816539,4858.588867,1482.824186,19.937697,17.535498,56.277411,0.999402,589144.011579,2040.981665,643.396156,6.512074,29.825829,935000.929278,1557.729075,6097.798340,1525.568158,17.464010,16.331698,14.305524,0.998700,913168.859088,679.602748,1479.047681,6.523232,29.736068,1519501.836858,1691.992190,8802.228516,1498.275661,17.822824,16.437769,63.462143,0.995486,2352677.676683,2833.522187,3215.802541,6.505574,29.550897,903478.556919,1541.202415,5307.875977,1494.404583,18.866896,16.841319,42.541625,0.997642,726345.902557,2866.256960,329.275307,6.505300,29.859481,883755.323525,1564.196206,6464.081543,1574.457696,15.793694,15.627098,2.882608,0.998039,979353.897992,2431.566942,1749.968586,6.508844,29.707558,724425.762722,1489.207730,4631.987793,1490.406273,19.388971,17.332380,53.480656,0.999606,432572.301566,1513.978629,3009.228083,6.516367,29.572997,793324.394717,1508.151141,4417.708496,1488.815904,20.195481,17.447335,318.372141,0.999332,470487.237264,2456319.619432,0.985076,0.001447,0.970211,-0.000135,0.001447
