Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_T8,rel_flux_C9,rel_flux_T10,rel_flux_C11,rel_flux_C12,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_T8,rel_flux_err_C9,rel_flux_err_T10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_T8,rel_flux_SNR_C9,rel_flux_SNR_T10,rel_flux_SNR_C11,rel_flux_SNR_C12,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Peak_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Peak_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Peak_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,Angle_T8,Roundness_T8,Variance_T8,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Peak_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,Angle_C9,Roundness_C9,Variance_C9,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Peak_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,Angle_T10,Roundness_T10,Variance_T10,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Peak_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,Angle_C11,Roundness_C11,Variance_C11,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Peak_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,Angle_C12,Roundness_C12,Variance_C12,BJD_TDB_B,rel_flux_T1_dfn,rel_flux_err_T1_dfn,rel_flux_T1_dfn_model,rel_flux_T1_dfn_residual,rel_flux_err_T1_dfn_residual
WASP-12b_00224_bdf.fits,0,56319.768262,2456319.768262,2456319.767683,2456319.773124,2456319.773889,1.204066,56.100463,-20.030000,100,6.509110,29.672297,20.271424,18,32,48,0.187344,0.240523,0.196178,0.204738,0.214232,0.151124,0.166486,0.232466,0.159566,0.135967,0.124237,0.136342,0.000321,0.000413,0.000377,0.000330,0.000339,0.000337,0.000355,0.000346,0.000344,0.000298,0.000318,0.000327,584.238630,582.752058,521.054336,619.582305,632.617440,448.067656,468.548507,672.425796,463.472037,456.001122,390.405098,417.100413,5728527.952192,4223.629037,2402.290624,2077.805823,6.509099,29.672297,1073205.958111,1017.876020,1657.770645,4660.250000,1715.565818,3408,21.934485,19.417672,346.212095,0.999093,477802.479152,1878.318766,2192.706110,6.513394,29.660022,1110696.595619,1661.421238,4708.832520,1706.408843,22.281462,19.501582,351.618989,0.999056,501187.786684,2746.706123,1397.065138,6.506275,29.745039,939500.033290,1633.150436,4534.117676,1747.043053,20.396262,19.005221,342.685982,0.998184,420190.874865,3102.666141,3871.372710,6.503422,29.480563,1172844.507581,1683.903325,5739.204102,1729.701294,18.618325,18.171993,15.635984,0.996420,841101.454033,3798.377990,2008.712917,6.497660,29.679283,1227236.346357,1715.987568,5972.999023,1788.365101,18.324592,18.343572,303.441823,0.999827,883939.279533,1816.936420,2300.667210,6.513898,29.648484,752064.129016,1570.393955,3799.892090,1704.892071,22.110233,19.441271,357.186312,0.998814,231450.628785,2042.483664,641.189276,6.512074,29.825905,817599.897557,1619.614022,4381.397949,1751.622598,18.861845,18.634814,351.193671,0.996085,360824.100161,681.490669,1477.530175,6.523232,29.736096,1331685.285090,1719.894277,5821.618164,1717.575608,20.135738,18.753191,12.865617,0.999649,907540.430381,2835.677495,3213.359112,6.505573,29.550907,788294.455921,1581.892480,4116.683594,1723.364067,20.533629,18.912089,7.510866,0.998597,304897.351188,2867.803576,326.741204,6.505299,29.859555,778892.329846,1608.660807,4665.071289,1794.995887,16.880904,17.940958,343.978815,0.995900,401353.373858,2433.304339,1747.735944,6.508844,29.707576,633045.510004,1546.238591,3580.030762,1718.627726,21.661572,19.328824,350.913698,0.998622,174454.836255,1516.034192,3007.240964,6.516367,29.573006,687327.330785,1558.530402,3653.785889,1711.257477,21.518040,19.380413,340.858895,0.997753,195951.821314,2456319.773889,0.995710,0.001704,0.985000,-0.004290,0.001704
WASP-12b_00225_bdf.fits,0,56319.769641,2456319.769641,2456319.769062,2456319.774503,2456319.775268,1.209606,55.710522,-20.010000,100,6.509110,29.672297,20.548686,18,32,48,0.187681,0.240820,0.196744,0.205679,0.214110,0.150499,0.166108,0.232307,0.159238,0.135700,0.123955,0.137154,0.000322,0.000416,0.000379,0.000333,0.000341,0.000339,0.000356,0.000348,0.000347,0.000300,0.000320,0.000330,582.307519,579.572403,518.467860,617.713053,627.529730,443.969997,465.962617,667.064416,458.947246,452.384047,387.589200,415.831583,5694811.387043,4225.445302,2398.671186,2079.875873,6.509099,29.672297,1068808.095908,1017.876020,1655.308076,4640.166992,1722.847714,3383,22.172665,19.498746,327.960168,0.997734,469204.904891,1874.716930,2194.824007,6.513394,29.660018,1105255.000441,1661.750505,4744.938477,1711.209606,22.519823,19.570210,330.623615,0.997704,489452.322984,2743.085342,1399.082927,6.506275,29.745044,936223.721178,1634.960242,4494.037598,1752.542632,20.881877,19.145274,324.942090,0.996186,406791.160936,3098.981967,3873.527081,6.503422,29.480548,1171302.439503,1685.299654,5612.948730,1739.398263,18.827915,18.196639,355.113851,0.997803,818506.935706,3794.708325,2010.719538,6.497660,29.679281,1219314.853268,1719.564636,5872.261230,1796.768774,18.617624,18.429120,307.932195,0.997603,854409.511664,1813.392521,2302.764080,6.513897,29.648483,744950.991654,1570.644817,3777.455322,1711.970767,22.337485,19.562114,327.966969,0.997610,225723.537535,2038.989451,643.414999,6.512073,29.825891,811206.637247,1615.614006,4329.487305,1756.982495,19.124433,18.641806,335.252520,0.994453,355367.562808,677.921492,1479.651909,6.523232,29.736090,1322942.645770,1723.272265,5766.350586,1723.643005,20.128085,18.771199,322.744870,0.999360,894363.766483,2832.117343,3215.398004,6.505573,29.550907,782265.336840,1586.291088,4011.020020,1730.422295,20.895295,18.946000,341.658696,0.998844,292759.340689,2864.213511,328.911537,6.505298,29.859546,772784.407931,1609.141090,4569.125000,1800.214519,17.090588,18.009781,330.960503,0.991660,393365.448277,2429.721701,1749.762368,6.508844,29.707581,628048.668159,1545.332493,3523.274658,1723.431464,21.891740,19.391859,328.534274,0.997399,169367.102188,1512.516247,3009.410505,6.516366,29.572997,686861.031523,1561.528924,3633.726074,1717.426498,22.096695,19.477719,325.842508,0.993943,195146.359824,2456319.775268,0.997495,0.001713,0.985000,-0.002505,0.001713
WASP-12b_00226_bdf.fits,0,56319.771020,2456319.771020,2456319.770442,2456319.775883,2456319.776647,1.215254,55.320462,-20.010000,100,6.509110,29.672297,20.016262,18,32,48,0.188260,0.240613,0.196177,0.205767,0.214033,0.150911,0.167005,0.232856,0.159821,0.135909,0.123532,0.136458,0.000347,0.000445,0.000406,0.000357,0.000364,0.000366,0.000385,0.000372,0.000374,0.000323,0.000345,0.000354,542.815864,540.227323,482.745890,576.975186,587.720910,412.252974,434.060890,625.134349,427.321130,421.345194,358.360874,385.265043,5390429.204776,4302.353358,2400.918614,2079.503990,6.509099,29.672317,1014801.474769,1017.876020,1684.946294,4703.236328,1841.518338,3441,21.681744,19.604724,351.250110,0.999061,415334.338355,1876.901518,2194.638267,6.513395,29.660018,1045457.586483,1684.550813,4737.621582,1832.241479,21.946593,19.655150,352.324969,0.999103,427602.675198,2745.401833,1398.922406,6.506275,29.745040,884048.806388,1657.399910,4574.324707,1873.960297,20.303865,19.210614,343.712040,0.998518,357495.160795,3101.370362,3873.297303,6.503421,29.480552,1109173.263322,1706.420297,5754.188477,1852.450182,18.081450,18.391181,14.331785,0.996017,724822.031771,3797.103923,2010.481540,6.497660,29.679286,1153731.705646,1733.680200,6003.417480,1916.947379,18.195783,18.557725,292.448914,0.999895,750894.574179,1815.483059,2302.515604,6.513899,29.648489,706807.810477,1605.191332,3805.400635,1829.098723,22.144135,19.640221,349.794973,0.998663,198947.316206,2041.171716,642.989054,6.512074,29.825915,771402.132170,1648.602331,4409.420410,1877.985398,18.532614,18.822592,350.489854,0.995684,308857.792182,680.133601,1479.358709,6.523232,29.736104,1255195.280126,1740.092565,5785.409180,1844.495661,19.780430,18.900660,16.328061,0.999391,778804.128827,2834.304118,3215.252334,6.505574,29.550903,742789.807031,1617.253558,4142.382324,1846.037281,20.112478,19.071601,10.129600,0.997979,262077.556174,2866.559264,328.537491,6.505298,29.859560,732609.229576,1637.468712,4572.983398,1921.786761,16.713389,18.281957,345.911904,0.995614,332524.895304,2431.949492,1749.525359,6.508845,29.707586,592677.627656,1578.221121,3595.154297,1844.718884,21.215401,19.474323,349.718680,0.999273,148101.656272,1514.699087,3009.294288,6.516367,29.572988,647245.434572,1588.942629,3713.014893,1836.290284,21.487261,19.542395,338.820060,0.996779,169505.751121,2456319.776647,1.000565,0.001843,0.985000,0.000565,0.001843
WASP-12b_00227_bdf.fits,0,56319.772399,2456319.772399,2456319.771821,2456319.777262,2456319.778026,1.221013,54.930360,-20.010000,100,6.509110,29.672297,20.987438,18,32,48,0.188221,0.239697,0.196214,0.206196,0.214403,0.151924,0.166735,0.232178,0.159117,0.135637,0.123734,0.136934,0.000407,0.000523,0.000479,0.000419,0.000428,0.000433,0.000454,0.000435,0.000442,0.000382,0.000410,0.000421,462.611032,458.082809,409.454812,491.602053,501.476745,350.537773,367.152255,533.350091,360.093700,355.225806,301.619133,325.397703,4795952.125588,4525.324369,2400.415968,2080.090670,6.509099,29.672308,902700.851862,1017.876020,1755.602075,4575.960938,2177.038560,3485,22.677220,19.925690,333.643853,0.998875,288094.316093,1876.446831,2195.181927,6.513394,29.660013,927303.707059,1760.491782,4549.567871,2169.393570,23.141507,19.975856,331.756134,0.998723,299983.814303,2744.815527,1399.377192,6.506275,29.745041,786674.612032,1737.557598,4441.909668,2205.642305,21.234243,19.549161,328.915318,0.997899,251883.401595,3100.710449,3873.821503,6.503421,29.480558,988908.176694,1782.094408,5270.986816,2192.220615,19.254849,18.799781,14.772158,0.998456,494730.699434,3796.470807,2011.023600,6.497660,29.679286,1028265.310689,1806.398751,5505.042969,2250.501346,19.185667,18.970962,308.045347,0.998937,514894.410420,1815.037690,2303.082454,6.513898,29.648483,632523.921304,1687.926545,3813.829102,2166.993204,22.959916,19.989735,327.437721,0.998861,138844.029465,2040.630852,643.485983,6.512073,29.825903,685377.460914,1731.694416,4350.816895,2212.165042,19.605783,19.142630,338.540954,0.997463,220098.876296,679.600663,1479.913422,6.523232,29.736094,1113512.729082,1804.123159,5515.899414,2181.491464,20.550166,19.250948,329.589303,0.999914,551979.880686,2833.884376,3215.853339,6.505572,29.550898,658361.385993,1702.228657,4045.338135,2185.357141,21.291194,19.445042,354.924315,0.999645,179047.170110,2865.982781,329.041173,6.505298,29.859545,650510.268217,1725.327054,4510.860840,2253.117529,17.117378,18.583576,331.557140,0.996101,236428.090740,2431.544672,1749.993320,6.508843,29.707587,528080.590919,1671.713342,3643.250000,2179.715393,22.234903,19.832254,334.984776,0.998720,102894.526900,1514.222447,3009.796428,6.516366,29.572991,577630.447367,1679.301478,3726.419922,2175.401340,22.596432,19.958468,328.144942,0.996674,117380.024693,2456319.778026,1.000355,0.002162,0.985000,0.000355,0.002162
WASP-12b_00228_bdf.fits,0,56319.773779,2456319.773779,2456319.773200,2456319.778641,2456319.779405,1.226884,54.540194,-20.030000,100,6.509110,29.672297,19.409961,18,32,48,0.187877,0.240632,0.196573,0.205718,0.213839,0.151872,0.166381,0.231688,0.158764,0.135494,0.124505,0.135762,0.000358,0.000461,0.000421,0.000369,0.000377,0.000380,0.000397,0.000384,0.000387,0.000335,0.000358,0.000366,524.970992,521.896128,466.621779,556.990322,567.522256,400.148406,418.698494,603.827596,410.273561,405.012035,347.531238,370.595967,5231113.237437,4323.965917,2400.926634,2080.530159,6.509098,29.672305,982803.858153,1017.876020,1686.668433,4859.697754,1890.003063,3520,20.936621,19.201033,323.455545,0.999992,437069.757234,1876.823288,2195.585072,6.513395,29.660015,1014624.185398,1691.957275,4859.352051,1880.374907,21.271685,19.303148,351.912589,0.999948,450118.940007,2745.310577,1399.817427,6.506274,29.745042,859367.619770,1666.317852,4657.867676,1918.085825,19.604765,18.882924,328.694288,0.999701,372803.315726,3101.316822,3874.235746,6.503422,29.480564,1076136.239638,1715.107566,5761.134277,1908.781417,17.490075,18.019185,26.020867,0.996877,746383.177378,3797.013129,2011.443144,6.497660,29.679276,1118614.289294,1740.716019,5887.501465,1960.647776,17.282717,18.243213,87.711218,0.999440,760063.804391,1815.497959,2303.437726,6.513897,29.648489,689711.846911,1612.344735,3886.990234,1878.166563,21.605482,19.343723,349.701224,0.999976,205858.646494,2041.025444,643.981076,6.512074,29.825914,746202.533451,1653.584739,4584.921387,1924.316494,18.352178,18.427849,354.315019,0.998244,318980.262885,680.037719,1480.380269,6.523232,29.736093,1211987.379088,1739.287877,5979.940430,1893.119052,18.960307,18.566523,47.370013,0.999593,802968.965366,2834.287799,3216.215079,6.505573,29.550904,716721.410143,1627.034951,4161.991699,1898.930600,19.639204,18.685604,28.738305,0.999064,267453.792533,2866.433248,329.502641,6.505298,29.859562,708781.982905,1649.045616,4658.443848,1965.702257,16.170692,17.892835,344.799107,0.998543,345624.209897,2431.877090,1750.501638,6.508844,29.707579,579188.994815,1589.602080,3641.368408,1891.427510,20.730702,19.164781,347.861068,0.999978,155000.393440,1514.578506,3010.164749,6.516367,29.572997,625296.646948,1596.643702,3686.417969,1886.180875,20.875099,19.140385,334.159173,0.998339,176326.219134,2456319.779405,0.998516,0.001902,0.985000,-0.001484,0.001902
WASP-12b_00229_bdf.fits,0,56319.775158,2456319.775158,2456319.774579,2456319.780020,2456319.780784,1.232870,54.149992,-20.000000,100,6.509110,29.672297,20.995085,18,32,48,0.188504,0.240567,0.196751,0.205227,0.214467,0.150800,0.167445,0.231900,0.159143,0.135943,0.123377,0.136481,0.000361,0.000466,0.000426,0.000373,0.000381,0.000382,0.000403,0.000388,0.000392,0.000337,0.000363,0.000372,521.778852,516.161735,461.900760,550.392366,562.776497,394.252515,415.628177,597.818624,406.299478,403.181634,340.088101,366.615273,5237798.223946,4381.193804,2401.169813,2079.366197,6.509099,29.672310,987346.072316,1017.876020,1702.532582,4677.222656,1950.262407,3385,22.622563,19.633216,329.592419,0.998771,388256.031627,1877.190912,2194.376914,6.513395,29.660025,1015697.592532,1712.005865,4626.896973,1944.313032,22.764258,19.659180,329.972056,0.998706,406671.301733,2745.488024,1398.663735,6.506275,29.745048,861116.318813,1685.989065,4509.120117,1978.439858,21.169807,19.184248,327.322875,0.997718,343257.132552,3101.439450,3872.961390,6.503421,29.480561,1074937.093709,1733.754889,5500.278320,1969.649638,19.269952,18.246756,7.311212,0.997560,678562.647584,3797.090544,2010.286367,6.497660,29.679283,1123332.512268,1761.064565,5763.575684,2019.012413,19.154834,18.474326,301.689732,0.998832,715812.704136,1815.794714,2302.382447,6.513898,29.648482,686357.426764,1629.302185,3792.825195,1940.518496,22.827037,19.650437,331.845501,0.998801,187726.548200,2041.349853,642.928214,6.512074,29.825906,751249.129833,1675.590939,4407.318359,1983.273687,20.004874,18.739995,339.288607,0.995598,297991.704385,680.435198,1479.213079,6.523232,29.736102,1214647.998581,1759.532324,5714.209473,1952.613521,20.467700,18.885878,332.603943,0.999827,744467.209582,2834.528531,3214.959354,6.505573,29.550909,719115.685031,1647.795593,4055.644775,1959.628106,21.315570,19.020693,354.647222,0.998759,241972.141493,2866.714522,328.479541,6.505297,29.859553,712044.211675,1662.602221,4666.485840,2022.448311,17.941865,18.048638,333.505038,0.993591,334955.839111,2432.198665,1749.400679,6.508844,29.707578,575249.893904,1615.118768,3636.404541,1955.408816,22.039730,19.519847,326.153240,0.998575,139406.139943,1514.977733,3009.080916,6.516366,29.572989,629012.177069,1623.350355,3629.677246,1947.259948,22.362831,19.533889,328.339199,0.995897,158372.618276,2456319.780784,1.001844,0.001920,0.985000,0.001844,0.001920
WASP-12b_00230_bdf.fits,0,56319.776537,2456319.776537,2456319.775958,2456319.781399,2456319.782163,1.238972,53.759752,-19.960000,100,6.509110,29.672297,21.005912,18,32,48,0.188488,0.239570,0.196490,0.205887,0.213237,0.151151,0.167394,0.232002,0.159292,0.136519,0.124103,0.136374,0.000313,0.000402,0.000368,0.000324,0.000330,0.000329,0.000346,0.000337,0.000337,0.000291,0.000310,0.000319,601.458774,596.013024,534.260698,634.705945,645.779359,459.353242,483.424381,687.794882,473.268889,469.548444,399.934907,427.837962,5816100.267526,4183.400358,2396.608340,2078.559639,6.509098,29.672301,1096264.412239,1017.876020,1643.284281,4672.259277,1660.247107,3406,22.555961,19.399570,323.332717,0.993307,531910.981034,1872.718483,2193.610699,6.513394,29.660013,1124070.248479,1645.572085,4743.641113,1652.876459,22.715294,19.452897,323.934573,0.992283,554562.635795,2740.978817,1397.900392,6.506274,29.745034,955130.233183,1619.144480,4714.051758,1691.158673,21.281147,18.902594,322.317948,0.990113,468915.988707,3096.808804,3872.141716,6.503421,29.480543,1197461.697571,1678.558037,5579.756348,1677.238303,19.428940,17.961896,336.213215,0.995992,917736.511664,3792.420201,2009.441147,6.497660,29.679277,1240207.554324,1700.731452,6011.240234,1731.757303,19.252103,18.142010,309.525150,0.992856,967402.845445,1811.246153,2301.513742,6.513898,29.648481,763676.467987,1555.429170,3806.225830,1651.648285,22.854654,19.440871,323.288448,0.993208,255632.416994,2036.835818,642.042651,6.512073,29.825900,833976.270279,1599.185362,4384.437500,1693.922680,20.001895,18.375301,332.971681,0.987484,414510.627899,675.925059,1478.490277,6.523231,29.736085,1349344.489859,1704.946847,6188.812500,1662.985510,20.366247,18.497076,319.268251,0.996299,1038203.211765,2829.925340,3214.159232,6.505573,29.550895,799157.832565,1571.607249,3996.731201,1667.806300,21.391311,18.800562,327.869282,0.995863,324446.805937,2862.091817,327.549371,6.505297,29.859550,794010.668600,1591.646566,4718.304199,1732.451240,17.813110,17.709135,329.388464,0.983718,458124.306370,2427.689124,1748.496364,6.508843,29.707580,642108.721422,1531.111234,3593.081787,1663.363162,22.021024,19.255310,324.832574,0.992173,191656.676054,1510.433316,3008.115419,6.516366,29.572998,697980.493610,1542.821292,3526.570068,1656.895807,22.389257,19.283637,325.158233,0.986584,216180.531154,2456319.782163,1.001752,0.001666,0.985000,0.001752,0.001666
WASP-12b_00231_bdf.fits,0,56319.777916,2456319.777916,2456319.777337,2456319.782778,2456319.783542,1.245194,53.369474,-19.940000,100,6.509110,29.672297,21.382169,18,32,48,0.187652,0.239809,0.196044,0.206024,0.214193,0.151017,0.167357,0.231976,0.158996,0.136276,0.124050,0.137081,0.000324,0.000417,0.000380,0.000335,0.000343,0.000341,0.000359,0.000349,0.000349,0.000302,0.000320,0.000330,579.648833,575.532512,515.752488,614.854197,625.254474,443.248515,465.899498,665.441516,456.012416,451.045253,387.117918,414.938415,5589704.420962,4163.267509,2401.783122,2078.012253,6.509100,29.672302,1048917.887569,1017.876020,1632.243182,4332.851074,1665.770656,3476,22.882615,20.067057,312.377941,0.999012,372146.647819,1877.794533,2193.068882,6.513395,29.660011,1081182.668020,1639.142893,4413.198730,1657.990767,23.142453,20.102010,316.190176,0.998895,388526.834007,2746.251019,1397.292774,6.506275,29.745044,916209.330218,1609.078966,4288.460449,1696.877609,21.479633,19.663745,314.400308,0.998064,328742.224153,3102.285263,3871.518458,6.503421,29.480561,1151611.795241,1665.041532,5113.113770,1682.687489,19.723854,18.887333,0.654533,0.999598,652665.325098,3797.954138,2008.952193,6.497660,29.679277,1197274.939610,1694.545799,5466.526855,1737.340410,19.481143,19.030188,292.980611,0.996714,686443.386875,1816.490730,2300.895386,6.513898,29.648487,733386.790784,1548.218854,3497.164551,1653.969033,23.182098,20.120951,316.263583,0.999024,179453.767205,2042.111637,641.518783,6.512073,29.825907,801361.835358,1595.088706,4074.921631,1699.777986,20.363192,19.303561,328.118482,0.997682,284164.813529,681.111812,1477.817587,6.523232,29.736103,1296677.181974,1692.424900,5286.726562,1669.029492,21.161447,19.418964,296.086381,0.999343,699333.693028,2835.323985,3213.544153,6.505573,29.550906,766817.682963,1565.723735,3784.164307,1673.077917,21.860272,19.578484,313.363039,0.999834,232288.208703,2867.359953,327.043030,6.505298,29.859555,761740.953371,1590.683709,4358.238770,1743.259268,17.632261,18.689642,324.426476,0.994756,314576.795135,2432.828717,1747.953065,6.508845,29.707581,616880.168645,1519.242942,3372.341064,1667.332957,22.557172,20.002459,305.715159,0.998743,132548.028838,1515.645218,3007.677082,6.516366,29.572981,673865.944974,1534.924194,3288.452881,1660.152260,23.119889,20.082403,318.031515,0.995626,153130.319813,2456319.783542,0.997301,0.001721,0.985000,-0.002699,0.001721
WASP-12b_00232_bdf.fits,0,56319.779295,2456319.779295,2456319.778716,2456319.784157,2456319.784921,1.251536,52.979212,-19.940000,100,6.509110,29.672297,20.712442,18,32,48,0.188270,0.241247,0.196134,0.205583,0.214328,0.151506,0.166445,0.232438,0.158758,0.135555,0.123989,0.136471,0.000316,0.000407,0.000371,0.000326,0.000334,0.000332,0.000349,0.000340,0.000339,0.000293,0.000312,0.000321,595.840404,593.185339,528.902021,630.787383,642.229543,455.923818,476.456597,683.685595,468.766986,463.003722,397.267546,425.230613,5753623.034607,4172.698069,2397.826297,2077.829395,6.509099,29.672306,1083234.591410,1017.876020,1639.495773,4609.801758,1657.879487,3502,22.340213,19.562675,319.218257,0.998159,480750.080271,1873.773616,2192.930078,6.513395,29.660013,1118267.594061,1642.435991,4733.410645,1648.156626,22.665272,19.625743,321.734807,0.997870,495120.732087,2742.206777,1397.084411,6.506275,29.745045,943441.545531,1616.340553,4498.077148,1688.565552,20.849232,19.164539,318.623101,0.996687,414271.963744,3098.202883,3871.617978,6.503422,29.480554,1182846.342979,1667.470273,5650.432617,1673.022991,18.800156,18.267692,355.304912,0.998866,837580.416836,3793.896537,2008.701519,6.497660,29.679288,1233162.645613,1699.138204,5972.683105,1729.165603,18.886346,18.439518,301.460645,0.997517,878778.722011,1812.486009,2300.807762,6.513897,29.648484,757014.169906,1553.265747,3732.651367,1646.370478,22.472766,19.595593,318.637184,0.998140,231588.268559,2038.034137,641.342117,6.512074,29.825902,821010.890477,1599.304061,4385.650391,1693.400636,19.618833,18.725439,331.716219,0.996027,356397.679764,677.103473,1477.701552,6.523232,29.736100,1337362.661859,1698.723321,5870.730469,1659.192448,20.426012,18.822198,309.349346,0.999303,904667.262315,2831.231572,3213.497593,6.505573,29.550907,788285.116647,1565.489604,4014.734131,1665.016650,20.947935,19.039202,339.783864,0.999411,295247.913594,2863.436029,326.930047,6.505298,29.859543,779934.378578,1586.705625,4623.490234,1734.495032,17.196758,18.104642,327.676828,0.994145,394199.667138,2428.780757,1747.786157,6.508845,29.707581,634689.988533,1523.303295,3520.275146,1659.286213,22.010942,19.448218,320.665178,0.997481,172930.370510,1511.661564,3007.545448,6.516366,29.572992,690913.729452,1536.111267,3484.170166,1653.551451,22.334837,19.526051,323.225774,0.994787,193697.611470,2456319.784921,1.000580,0.001679,0.985000,0.000580,0.001679
WASP-12b_00233_bdf.fits,0,56319.780675,2456319.780675,2456319.780096,2456319.785537,2456319.786301,1.258006,52.588713,-19.980000,100,6.509110,29.672297,20.504342,18,32,48,0.188136,0.240097,0.196293,0.205534,0.214181,0.151311,0.166840,0.232053,0.159119,0.135612,0.124322,0.136419,0.000315,0.000405,0.000369,0.000325,0.000332,0.000331,0.000349,0.000339,0.000338,0.000293,0.000312,0.000320,597.908031,593.497763,531.810512,632.847233,644.631531,456.779444,478.332227,683.777487,470.779851,463.444859,398.136206,426.166065,5767916.719816,4171.653994,2401.044011,2077.381655,6.509099,29.672312,1085152.690261,1017.876020,1636.443721,4603.353027,1652.085218,3457,22.117846,19.444092,319.054926,0.997968,484788.625323,1877.068705,2192.476061,6.513395,29.660020,1116736.021512,1640.881098,4678.729004,1643.023694,22.228588,19.534989,319.121304,0.998413,504677.421048,2745.505207,1396.743900,6.506275,29.745043,946426.404419,1611.394079,4555.115723,1680.660047,20.828149,19.124147,320.219793,0.997100,420125.100682,3101.454746,3871.062396,6.503421,29.480567,1185504.291422,1665.544331,5610.359863,1666.976246,18.639312,18.176690,357.065146,0.998609,852003.914255,3797.138027,2008.289419,6.497660,29.679281,1235377.911540,1695.376833,5905.167969,1722.855688,18.605469,18.394079,299.691321,0.997279,885342.542777,1815.702455,2300.382218,6.513898,29.648488,758050.127659,1552.700665,3663.444580,1640.719941,22.306102,19.527599,322.253932,0.998328,234746.050053,2041.260085,641.016453,6.512074,29.825912,824722.382952,1599.865165,4359.218750,1686.121910,19.334303,18.631335,331.634776,0.996252,369111.901056,680.305934,1477.353566,6.523232,29.736103,1338463.285338,1701.327679,5776.756836,1654.873373,20.229579,18.778213,307.118014,0.999496,919293.212870,2834.448729,3213.032084,6.505573,29.550909,791795.538735,1565.292597,3928.423584,1660.416383,20.769779,18.914627,335.202395,0.999080,304400.857403,2866.602196,326.540301,6.505298,29.859561,782198.523957,1590.155872,4575.384766,1729.120678,17.321882,18.024808,328.456298,0.993742,406722.917124,2432.084794,1747.402914,6.508844,29.707582,637789.064622,1527.510577,3479.766113,1651.850676,21.663778,19.358867,320.324149,0.997927,174455.405411,1514.859152,3007.003157,6.516366,29.573006,692397.179918,1536.143879,3478.710449,1647.495443,22.007323,19.363853,323.219049,0.993735,201130.614849,2456319.786301,0.999861,0.001672,0.985000,-0.000139,0.001672
