#	Label	rel_flux_T1	rel_flux_T1_dfn	rel_flux_T1_dfn_model	rel_flux_T1_dfn_residual	rel_flux_err_T1_dfn
1	WASP-12b_00040_bdf.fits	0.188501	1.001681	0.985000	0.001681	0.001425
2	WASP-12b_00041_bdf.fits	0.188188	1.000025	0.985000	0.000025	0.001429
3	WASP-12b_00042_bdf.fits	0.188773	1.003145	0.985000	0.003145	0.001409
4	WASP-12b_00043_bdf.fits	0.188986	1.004286	0.985000	0.004286	0.001410
5	WASP-12b_00044_bdf.fits	0.188252	1.000394	0.985000	0.000394	0.001426
6	WASP-12b_00045_bdf.fits	0.189105	1.004937	0.985000	0.004937	0.001423
7	WASP-12b_00046_bdf.fits	0.188635	1.002448	0.985000	0.002448	0.001418
8	WASP-12b_00047_bdf.fits	0.187960	0.998864	0.985000	-0.001136	0.001435
9	WASP-12b_00048_bdf.fits	0.188325	1.000815	0.985000	0.000815	0.001408
10	WASP-12b_00049_bdf.fits	0.188261	1.000485	0.985000	0.000485	0.001409
11	WASP-12b_00050_bdf.fits	0.188452	1.001507	0.985000	0.001507	0.001409
12	WASP-12b_00051_bdf.fits	0.188039	0.999318	0.985000	-0.000682	0.001410
13	WASP-12b_00052_bdf.fits	0.188470	1.001619	0.985000	0.001619	0.001388
14	WASP-12b_00053_bdf.fits	0.188207	1.000226	0.985000	0.000226	0.001395
15	WASP-12b_00054_bdf.fits	0.188693	1.002815	0.985000	0.002815	0.001397
16	WASP-12b_00055_bdf.fits	0.188327	1.000877	0.985000	0.000877	0.001413
17	WASP-12b_00056_bdf.fits	0.188072	0.999532	0.985000	-0.000468	0.001416
18	WASP-12b_00057_bdf.fits	0.187811	0.998151	0.985000	-0.001849	0.001399
19	WASP-12b_00058_bdf.fits	0.187915	0.998710	0.985000	-0.001290	0.001415
20	WASP-12b_00059_bdf.fits	0.187864	0.998443	0.985000	-0.001557	0.001447
21	WASP-12b_00060_bdf.fits	0.187967	0.998997	0.985000	-0.001003	0.001429
22	WASP-12b_00061_bdf.fits	0.187894	0.998615	0.985000	-0.001385	0.001433
23	WASP-12b_00062_bdf.fits	0.188026	0.999323	0.985000	-0.000677	0.001432
24	WASP-12b_00063_bdf.fits	0.188037	0.999389	0.985000	-0.000611	0.001437
25	WASP-12b_00064_bdf.fits	0.187852	0.998409	0.985000	-0.001591	0.001435
26	WASP-12b_00065_bdf.fits	0.188475	1.001726	0.985000	0.001726	0.001418
27	WASP-12b_00066_bdf.fits	0.188024	0.999339	0.985000	-0.000661	0.001420
28	WASP-12b_00067_bdf.fits	0.188202	1.000287	0.985000	0.000287	0.001443
29	WASP-12b_00068_bdf.fits	0.187851	0.998431	0.985000	-0.001569	0.001418
30	WASP-12b_00069_bdf.fits	0.188080	0.999651	0.985000	-0.000349	0.001432
31	WASP-12b_00070_bdf.fits	0.188341	1.001041	0.985000	0.001041	0.001455
32	WASP-12b_00071_bdf.fits	0.187716	0.997728	0.985000	-0.002272	0.001492
33	WASP-12b_00072_bdf.fits	0.188054	0.999529	0.985000	-0.000471	0.001478
34	WASP-12b_00073_bdf.fits	0.188313	1.000912	0.985000	0.000912	0.001519
35	WASP-12b_00074_bdf.fits	0.187715	0.997738	0.985000	-0.002262	0.001614
36	WASP-12b_00075_bdf.fits	0.188577	1.002324	0.985000	0.002324	0.001495
37	WASP-12b_00076_bdf.fits	0.187801	0.998202	0.985000	-0.001798	0.001489
38	WASP-12b_00077_bdf.fits	0.188585	1.002374	0.985000	0.002374	0.001510
39	WASP-12b_00078_bdf.fits	0.187800	0.998208	0.985000	-0.001792	0.001481
