Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_T11,rel_flux_C12,rel_flux_C13,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_T11,rel_flux_err_C12,rel_flux_err_C13,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_T11,rel_flux_SNR_C12,rel_flux_SNR_C13,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Peak_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,Angle_C8,Roundness_C8,Variance_C8,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Peak_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,Angle_C9,Roundness_C9,Variance_C9,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Peak_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,Angle_C10,Roundness_C10,Variance_C10,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Peak_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,Angle_T11,Roundness_T11,Variance_T11,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Peak_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,Angle_C12,Roundness_C12,Variance_C12,X(FITS)_C13,Y(FITS)_C13,RA_C13,DEC_C13,Source-Sky_C13,Source_Error_C13,Peak_C13,Sky/Pixel_C13,FWHM_C13,Width_C13,Angle_C13,Roundness_C13,Variance_C13,BJD_TDB_B,rel_flux_T1_dfn,rel_flux_err_T1_dfn,rel_flux_T1_dfn_model,rel_flux_T1_dfn_residual,rel_flux_err_T1_dfn_residual
WASP-12b_00040_bdf.fits,65044.554688,56319.514498,2456319.514498,2456319.513919,2456319.519373,2456319.520137,1.369313,46.841619,-20.000000,100,6.509110,29.672297,10.644782,18,32,48,0.093617,0.106780,0.089015,0.111740,0.117754,0.070120,0.129208,0.072844,0.071727,0.058129,0.545698,0.038009,0.265179,0.000126,0.000141,0.000132,0.000144,0.000146,0.000124,0.000152,0.000125,0.000124,0.000118,0.000300,0.000109,0.000224,743.170490,756.864907,672.238720,776.442536,804.760518,567.568489,849.876532,582.424735,576.182248,491.454274,1818.856133,349.053462,1182.218574,12588634.492337,4989.730167,2400.581779,2086.260331,6.509100,29.672475,1178512.278785,1017.876020,1515.428817,11014.317383,1206.275666,3307,12.325509,13.454778,79.439535,0.996466,2866854.449255,1876.517888,2200.928572,6.513397,29.660197,1214524.069594,1522.345655,11483.439453,1206.760381,12.228326,13.360198,84.069222,0.995655,3103501.540884,2745.084145,1405.618782,6.506276,29.745169,1028985.368925,1470.664038,10683.062500,1206.249533,11.120107,13.084656,83.792885,0.997981,2465137.670621,3100.272726,3880.917579,6.503426,29.480567,1265272.167012,1540.875930,15705.913086,1215.671754,8.879296,12.200100,47.422945,0.997184,4920602.760563,3796.468751,2018.155374,6.497662,29.679489,1326197.441014,1550.422958,16132.540039,1213.155464,9.001686,12.504452,80.005132,0.993619,4987543.931217,1815.020375,2308.841492,6.513900,29.648667,824874.483759,1414.084932,8271.932617,1207.479032,12.108375,13.287103,86.811502,0.995518,1452739.990024,679.609540,1484.823746,6.523236,29.736222,1440436.811364,1580.718166,17269.671875,1208.513313,9.873971,12.669276,78.069032,0.991847,5606019.731226,2833.630139,3222.552886,6.505576,29.551021,854747.525892,1425.631598,9200.827148,1209.925146,10.862159,12.845815,68.132577,0.998069,1794554.172848,2866.295810,335.535507,6.505301,29.859462,842516.071597,1421.423693,11828.172852,1207.591511,8.047422,12.231208,78.941914,0.999154,2274339.893559,2431.618266,1756.176463,6.508846,29.707730,691568.768849,1379.303777,7184.655762,1205.703030,11.903805,13.342330,80.946578,0.997144,1025718.998870,1159.525266,922.261732,6.519313,29.796449,6869593.007226,2617.380410,65044.554688,1219.125342,9.795777,12.824508,69.323911,0.994020,120860018.329011,1205.249193,1843.987334,6.518908,29.698136,460956.232299,1307.845061,5817.884277,1205.744681,11.395804,13.155928,82.240273,0.992198,488068.246127,2963.867193,3113.234104,6.504507,29.562675,2638555.552032,1864.079843,25459.941406,1215.073615,10.839934,12.871333,68.578603,0.997264,16966962.432742,2456319.520137,1.004937,0.001352,0.985000,0.004937,0.001352
WASP-12b_00041_bdf.fits,60514.941406,56319.515877,2456319.515877,2456319.515298,2456319.520752,2456319.521516,1.360719,47.230696,-19.940000,100,6.509110,29.672297,9.913532,18,32,48,0.093512,0.107056,0.088841,0.111428,0.117959,0.070148,0.129231,0.072834,0.071443,0.057938,0.549323,0.037833,0.266073,0.000126,0.000142,0.000133,0.000144,0.000148,0.000124,0.000153,0.000126,0.000125,0.000119,0.000303,0.000109,0.000226,739.605398,754.546279,666.291725,771.272088,799.199548,564.918126,843.652072,579.276790,571.224488,488.347269,1811.678015,345.629795,1178.003856,12464306.354599,4968.713293,2400.955401,2081.615435,6.509099,29.672450,1165561.691172,1017.876020,1505.872081,9788.142578,1200.513802,3416,11.075004,14.295265,300.988387,0.998320,2357010.305374,1876.898420,2196.269492,6.513396,29.660175,1205338.066709,1514.975780,10536.842773,1200.127992,11.112032,14.329360,299.877431,0.997524,2527056.340879,2745.476575,1400.965168,6.506275,29.745165,1016995.427605,1466.927115,9448.291016,1199.539012,10.362190,14.172502,309.237106,0.999151,1908544.664729,3100.625824,3876.267385,6.503425,29.480569,1249628.226752,1532.227505,13591.821289,1208.919401,8.584133,13.500958,314.616741,0.999980,3637288.386375,3796.752060,2013.592276,6.497659,29.679312,1315141.939987,1548.470032,13156.678711,1205.814889,9.249314,13.773926,285.985661,0.999199,3638479.411466,1815.406932,2304.229456,6.513900,29.648637,817033.119493,1407.125475,7380.678711,1198.908992,10.813637,14.323970,299.432356,0.998161,1168282.523940,679.858565,1480.208133,6.523234,29.736163,1426433.410313,1577.337973,14162.364258,1201.874632,9.046199,13.867183,292.387349,0.998933,4172347.885645,2834.061028,3217.881230,6.505574,29.550990,846192.723357,1419.006179,8128.135254,1202.531363,9.898119,13.965234,305.981719,0.999744,1402018.523884,2866.594460,330.752023,6.505299,29.859588,831110.624791,1414.609915,9612.322266,1201.240780,8.237169,13.622574,313.754283,0.999421,1569185.262651,2431.979743,1751.476617,6.508845,29.707725,682605.326426,1370.122818,6374.190430,1200.793731,11.071078,14.275090,295.794584,0.998576,820457.344987,1159.771107,917.457363,6.519313,29.796522,6846925.483444,2614.106072,60514.941406,1214.474377,9.311218,13.956669,280.741322,0.999860,93911745.902086,1205.496252,1839.308107,6.518907,29.698105,454376.864129,1302.057157,4774.073730,1197.670010,10.038527,14.145055,293.203814,0.998129,382554.303148,2964.270249,3108.603574,6.504505,29.562625,2619450.625037,1854.809462,22519.064453,1206.607142,10.077292,13.977421,295.748429,0.999734,13345720.891967,2456319.521516,1.003814,0.001357,0.985000,0.003814,0.001357
WASP-12b_00042_bdf.fits,64547.550781,56319.517256,2456319.517256,2456319.516677,2456319.522131,2456319.522895,1.352290,47.619962,-19.930000,100,6.509110,29.672297,10.917716,18,32,48,0.093739,0.106989,0.088903,0.111813,0.117907,0.070095,0.129121,0.072732,0.071595,0.057900,0.547410,0.037804,0.265884,0.000125,0.000140,0.000131,0.000143,0.000145,0.000122,0.000151,0.000124,0.000123,0.000117,0.000299,0.000107,0.000223,752.583271,764.896024,678.839556,783.329699,812.366467,572.657816,857.885945,588.339701,581.309844,495.807379,1833.585415,352.143641,1194.295706,12656433.817678,4967.018655,2400.751935,2078.243377,6.509105,29.672514,1186402.842529,1017.876020,1506.113558,10254.905273,1184.564445,3424,12.387817,13.508495,89.005899,0.998231,2839365.226026,1876.731507,2192.966366,6.513401,29.660234,1223229.831305,1517.041039,10456.354492,1185.860477,12.544147,13.484598,81.801747,0.997294,3016502.126277,2745.319616,1397.694791,6.506281,29.745206,1033328.952090,1462.532301,9917.753906,1184.333115,11.345624,13.282510,77.302152,0.998349,2371905.781297,3100.527081,3872.784561,6.503423,29.480630,1272836.494545,1536.682941,14762.083008,1193.806519,9.127559,12.266942,45.099775,0.996662,4860507.938836,3796.711820,2010.154516,6.497661,29.679406,1334885.258807,1546.084379,14982.876953,1190.742231,9.566496,12.621062,77.074215,0.995333,4858074.732546,1815.191596,2300.886756,6.513906,29.648700,829038.083958,1408.678567,7542.482910,1183.086669,12.626028,13.468115,88.099388,0.997726,1388806.830903,679.787651,1476.921566,6.523238,29.736249,1447328.700980,1573.602391,15421.852539,1186.513837,10.221507,12.787931,76.617794,0.994616,5350329.788920,2833.846861,3214.419650,6.505577,29.551061,858120.614938,1416.850396,8344.492188,1187.758956,11.129017,12.923866,54.236358,0.997482,1736203.173208,2866.454001,327.494263,6.505305,29.859576,845597.345033,1414.132515,10933.484375,1186.382885,8.436360,12.431566,63.645437,0.999553,2131922.507126,2431.849475,1748.142866,6.508851,29.707781,692701.521715,1369.495629,6687.846680,1184.130852,12.195135,13.370566,80.293130,0.997500,994126.672632,1159.731028,914.266408,6.519317,29.796569,6928253.885747,2623.803778,64547.550781,1198.566096,9.940748,12.910113,67.162066,0.996349,119285532.275874,1205.410315,1836.074609,6.518912,29.698168,461030.760868,1296.603699,5139.264648,1183.632481,11.575988,13.221102,85.006122,0.996302,465694.510387,2964.075976,3105.162015,6.504508,29.562699,2658336.253440,1858.642964,23832.630859,1191.317398,10.833879,12.944386,60.895185,0.997680,16730925.144232,2456319.522895,1.006258,0.001337,0.985000,0.006258,0.001337
WASP-12b_00043_bdf.fits,65044.160156,56319.518635,2456319.518635,2456319.518056,2456319.523510,2456319.524274,1.344024,48.009346,-19.960000,100,6.509110,29.672297,11.517347,18,32,48,0.093818,0.106633,0.088784,0.111777,0.117799,0.069932,0.129571,0.072797,0.071606,0.058029,0.548566,0.037767,0.266123,0.000125,0.000140,0.000131,0.000143,0.000145,0.000122,0.000151,0.000124,0.000123,0.000117,0.000299,0.000108,0.000223,753.038160,764.021242,676.662117,782.783314,810.117466,572.394999,857.525693,588.102836,581.783718,496.716157,1834.484594,350.976746,1194.918104,12666366.245149,4974.110915,2401.599486,2079.767376,6.509101,29.672557,1188336.241783,1017.876020,1507.476826,10573.519531,1190.775930,3503,13.039261,13.908560,76.338236,0.997950,2613463.581021,1877.611921,2194.411959,6.513397,29.660284,1220503.214840,1515.489097,10737.554688,1191.681260,13.245519,13.904146,79.084032,0.997886,2740788.955715,2746.192650,1399.192995,6.506278,29.745251,1032864.336780,1466.923353,10298.454102,1189.715710,11.762961,13.513916,71.813823,0.998636,2219141.747774,3101.385918,3874.401290,6.503424,29.480664,1273460.864756,1538.521463,14164.721680,1198.912489,9.506516,12.631735,43.019652,0.995467,4431585.359331,3797.618746,2011.639953,6.497661,29.679448,1334841.427473,1550.806664,15113.287109,1195.697073,10.316769,12.933637,75.472653,0.994388,4498335.412994,1816.114773,2302.303417,6.513901,29.648753,827885.762508,1407.347655,7781.255859,1190.030414,12.913924,13.794783,85.159065,0.997672,1292772.696681,680.551305,1478.435899,6.523236,29.736261,1452938.016968,1580.292421,15547.697266,1193.057807,10.633634,13.060069,75.987237,0.992762,5090926.302499,2834.709889,3215.937204,6.505575,29.551108,859509.457844,1419.693980,8229.398438,1193.112508,11.861341,13.311048,57.940402,0.997645,1604502.256381,2867.332129,329.016835,6.505306,29.859622,846385.743236,1414.167077,10965.767578,1191.264053,8.674013,12.652289,30.927987,0.999627,2012603.301665,2432.705683,1749.674108,6.508847,29.707822,694707.488987,1370.801073,6804.814941,1189.999338,12.738653,13.847396,71.214519,0.997765,918194.649479,1160.635160,915.736102,6.519313,29.796590,6948334.690712,2626.914114,65044.160156,1202.637319,10.749237,13.195526,62.132536,0.994557,112254035.486616,1206.320977,1837.502068,6.518908,29.698207,460960.780932,1300.789139,5197.806641,1189.790790,12.421922,13.516337,79.552468,0.996201,436431.416870,2964.954762,3106.669044,6.504506,29.562745,2662309.150826,1859.209352,23808.046875,1196.826720,11.861761,13.356672,60.888674,0.996935,15226170.720950,2456319.524274,1.007114,0.001337,0.985000,0.007114,0.001337
WASP-12b_00044_bdf.fits,0.000000,56319.520014,2456319.520014,2456319.519435,2456319.524889,2456319.525653,1.335915,48.398866,-20.000000,100,6.509110,29.672297,12.643405,18,32,48,0.093566,0.106865,0.088933,0.111574,0.118003,0.070063,0.129262,0.072827,0.071442,0.058047,0.551997,0.037732,0.266038,0.000126,0.000142,0.000133,0.000144,0.000147,0.000124,0.000153,0.000126,0.000125,0.000119,0.000304,0.000109,0.000225,741.631049,753.831819,669.393687,774.190608,802.839373,565.044656,847.363048,580.264192,572.832473,489.463170,1818.147073,345.786716,1181.561184,12482934.742438,4962.856583,2400.794662,2084.071535,6.509107,29.672434,1167981.735365,1017.876020,1504.868192,7308.807129,1192.026617,3498,13.781323,15.514201,16.545963,0.997044,1680878.887002,1876.723035,2198.711041,6.513404,29.660162,1205192.111619,1516.910939,7529.240723,1192.478953,14.214715,15.513192,15.870532,0.997449,1776438.342713,2745.362190,1403.472828,6.506280,29.745132,1019482.965161,1463.437563,6881.131836,1190.514918,13.053501,15.315532,18.497931,0.995533,1367954.096313,3100.486289,3878.733535,6.503428,29.480469,1252969.452851,1530.307666,10265.091797,1199.803537,10.662788,14.418351,21.529594,0.985428,2753067.297534,3796.821505,2015.968082,6.497659,29.679382,1317551.639019,1543.852693,9898.234375,1195.548525,11.508042,14.783350,29.372613,0.996011,2716741.255921,1815.151348,2306.577802,6.513908,29.648635,817331.890789,1407.535218,5390.704102,1189.234577,14.067587,15.532215,13.841174,0.997528,818338.411798,679.754660,1482.636768,6.523239,29.736174,1428872.857922,1572.659055,9804.925781,1192.709639,12.169440,15.047984,28.850114,0.996072,2928924.714196,2833.853812,3220.350224,6.505580,29.550946,847382.925705,1418.673769,6173.335449,1194.555365,12.598336,14.996616,20.093160,0.992421,1030298.815874,2866.501742,333.290880,6.505299,29.859462,832339.242728,1412.711942,7156.177246,1192.280599,10.633358,14.554994,13.701988,0.992138,1170182.813122,2431.873751,1753.869078,6.508852,29.707709,684841.769368,1371.504047,4814.179199,1189.333273,13.872536,15.388124,23.235750,0.996480,595470.920188,1159.681263,920.011251,6.519318,29.796442,6890544.065767,2618.847556,44009.066406,1206.425723,11.948630,15.023624,24.483138,0.993242,69189767.905822,1205.326196,1841.753478,6.518915,29.698103,453874.637589,1300.085468,3693.841309,1190.259298,13.435942,15.350322,18.631879,0.997488,268026.407895,2964.116095,3111.056154,6.504511,29.562595,2623095.249687,1851.460697,16653.226562,1198.911293,12.418067,15.000375,21.101604,0.992961,9869804.588916,2456319.525653,1.004415,0.001354,0.985000,0.004415,0.001354
WASP-12b_00045_bdf.fits,0.000000,56319.521393,2456319.521393,2456319.520815,2456319.526268,2456319.527033,1.327962,48.788558,-20.040000,100,6.509110,29.672297,11.830755,18,32,48,0.093795,0.106518,0.088761,0.111847,0.117991,0.070163,0.129293,0.072754,0.071557,0.057863,0.552472,0.037763,0.266368,0.000126,0.000140,0.000132,0.000144,0.000146,0.000123,0.000152,0.000125,0.000124,0.000118,0.000302,0.000108,0.000224,746.734447,758.889248,674.159187,779.219987,807.915705,570.134917,851.848606,584.255676,577.239344,491.981507,1827.772893,350.034491,1188.714175,12528172.676302,4946.276170,2396.294254,2079.816632,6.509102,29.672492,1175080.417928,1017.876020,1503.682371,7792.104004,1174.916402,3505,13.163826,15.291572,295.939702,0.996151,1860055.526165,1872.252961,2194.468504,6.513397,29.660216,1206009.523864,1507.877474,7679.616211,1178.645724,13.349904,15.294093,293.790196,0.994992,1942859.348999,2740.814310,1399.157363,6.506278,29.745206,1021352.450698,1455.738734,7725.651855,1175.835921,12.124248,14.954794,300.158422,0.996063,1554325.111042,3095.996518,3874.443257,6.503429,29.480572,1260275.636332,1529.392759,11304.788086,1185.912866,9.832532,14.176523,300.645052,0.999392,3010872.983739,3792.198848,2011.727987,6.497664,29.679335,1322200.358795,1539.713812,10771.667969,1180.485191,10.688071,14.519062,288.656065,0.996172,3011417.925865,1810.757807,2302.361110,6.513901,29.648684,821387.701646,1401.719824,5830.306641,1174.113465,13.127944,15.264197,293.778927,0.995574,914233.455403,675.158815,1478.304271,6.523235,29.736175,1434348.521245,1570.818819,10811.242188,1179.275364,11.097782,14.708281,290.637463,0.996158,3329619.653270,2829.347619,3215.901071,6.505578,29.551034,849661.727903,1412.779576,6552.795898,1181.932430,11.955371,14.733628,298.411749,0.998818,1126580.682042,2861.874622,329.013023,6.505303,29.859611,836611.309661,1409.061864,7898.108398,1175.836992,9.721891,14.337984,313.723359,0.996723,1300816.892353,2427.371533,1749.702969,6.508847,29.707764,685262.335234,1365.427957,5202.586426,1176.024026,13.046392,15.186042,295.171599,0.996241,650971.080217,1155.105929,915.638808,6.519314,29.796533,6921468.291916,2621.555117,47282.414062,1189.577293,11.133939,14.737590,297.085214,0.998469,76596420.986133,1200.840028,1837.401270,6.518908,29.698142,455886.888448,1289.861898,3953.673828,1174.944246,12.646825,15.057383,296.034917,0.992702,296767.175165,2959.600539,3106.652122,6.504509,29.562665,2635176.222476,1849.645497,17563.095703,1183.889514,11.911092,14.822730,292.665782,0.998262,10735890.569242,2456319.527033,1.006876,0.001348,0.985000,0.006876,0.001348
WASP-12b_00046_bdf.fits,0.000000,56319.522773,2456319.522773,2456319.522194,2456319.527648,2456319.528412,1.320161,49.178300,-20.060000,100,6.509110,29.672297,11.650317,18,32,48,0.093712,0.106928,0.088844,0.111742,0.117563,0.069919,0.129313,0.072930,0.071581,0.057817,0.551881,0.037845,0.266383,0.000125,0.000141,0.000132,0.000143,0.000146,0.000123,0.000152,0.000125,0.000124,0.000117,0.000302,0.000109,0.000224,747.472949,760.398857,672.602725,779.304991,805.176734,568.132133,852.356297,585.416114,577.454085,493.063097,1826.320689,347.899340,1187.318609,12521025.333560,4947.577930,2404.114160,2074.921044,6.509097,29.672314,1173367.073335,1017.876020,1499.745729,7824.720215,1178.356281,3445,12.965283,15.262251,324.857442,0.999800,1878568.698226,1879.953514,2189.619112,6.513393,29.660029,1209518.167535,1508.731997,7904.684570,1177.863245,12.992238,15.242923,305.085712,0.999887,1987161.102633,2748.614411,1394.283692,6.506273,29.745054,1021645.746207,1459.724528,7648.821777,1177.763786,11.771288,15.066490,8.784572,0.999906,1551181.165928,3103.960136,3869.762831,6.503424,29.480564,1258498.294841,1526.879311,10906.039062,1186.231718,9.992654,14.388276,9.989263,0.997270,2904038.527092,3799.991837,2006.874038,6.497659,29.679283,1317159.791726,1539.641315,11078.805664,1182.949923,10.618728,14.626725,53.734638,0.999891,2930866.149354,1818.473553,2297.508497,6.513897,29.648499,818247.883956,1401.510754,5823.208008,1176.676851,13.128666,15.222862,314.461624,0.999782,920886.646277,683.000483,1473.546881,6.523233,29.736090,1433730.053058,1568.826952,10932.805664,1180.135455,11.164395,14.722798,31.585826,0.999852,3327398.378427,2837.249559,3211.276740,6.505573,29.550910,851091.848413,1412.094961,6585.751465,1180.901363,11.458590,14.833168,8.462362,0.999621,1131056.982858,2869.657708,324.248355,6.505299,29.859542,836395.888503,1408.067790,8001.670898,1177.902888,9.475671,14.359209,13.705549,0.997528,1308334.542335,2435.099307,1744.746818,6.508843,29.707597,684362.882953,1360.461160,5169.818359,1177.832020,12.594787,15.148185,34.299366,0.999992,659463.475018,1162.960862,910.895595,6.519311,29.796440,6910118.996636,2619.226682,49188.007812,1192.732288,11.124148,14.760196,24.980342,0.999058,77400556.239601,1208.610232,1832.654879,6.518905,29.697980,456579.914489,1299.896346,3964.950439,1175.862407,12.453525,15.151806,326.936711,0.999971,298308.677669,2967.465288,3101.970764,6.504504,29.562549,2633794.861878,1851.189097,18186.232422,1185.473620,11.714150,14.853693,7.284590,0.999473,10758755.313143,2456319.528412,1.005988,0.001346,0.985000,0.005988,0.001346
WASP-12b_00047_bdf.fits,0.000000,56319.524152,2456319.524152,2456319.523573,2456319.529027,2456319.529791,1.312510,49.568144,-20.000000,100,6.509110,29.672297,18.319280,18,32,48,0.093139,0.106534,0.088713,0.112657,0.118076,0.070041,0.129487,0.072722,0.071678,0.057550,0.553352,0.037700,0.265595,0.000127,0.000142,0.000133,0.000145,0.000148,0.000124,0.000153,0.000125,0.000125,0.000119,0.000305,0.000109,0.000226,735.732424,750.615766,665.745444,775.126988,799.799959,563.584785,845.353554,579.522395,572.107268,485.164950,1814.264369,345.276066,1177.093948,12426837.983957,4955.242325,2401.577442,2073.248792,6.509098,29.672306,1157428.547806,1017.876020,1503.941435,5193.951660,1191.303737,3459,19.673631,17.615747,73.145114,0.998279,953501.305378,1877.623293,2187.908964,6.513393,29.660025,1196424.582756,1512.573480,5360.251953,1191.643679,19.712829,17.597943,74.910217,0.997939,1012781.240074,2746.144421,1392.702145,6.506273,29.745045,1012592.194005,1461.843176,4838.263184,1189.046456,18.862481,17.185603,76.924569,0.998701,802889.356712,3101.188860,3867.444221,6.503424,29.480564,1258223.548257,1534.002941,6306.496582,1197.776926,16.764227,16.162161,46.966776,0.995642,1605664.135438,3797.294936,2005.039024,6.497660,29.679283,1312356.270901,1543.793168,6904.129883,1194.426181,16.810851,16.403332,77.533917,0.994938,1649180.853534,1816.175777,2295.804244,6.513897,29.648491,813413.872654,1404.383171,3961.812988,1187.743517,19.756708,17.586745,76.923637,0.998055,470066.041489,680.778910,1471.868424,6.523232,29.736096,1424643.290773,1571.566473,7030.696777,1192.576124,17.571887,16.716897,74.276285,0.993245,1815284.599749,2834.624934,3209.225150,6.505573,29.550909,842437.638023,1412.042033,4119.474609,1191.468358,18.812024,16.983879,58.050219,0.997759,576837.083639,2867.273369,322.616190,6.505299,29.859540,831153.648085,1412.339619,5200.713867,1189.711332,15.506772,16.050535,293.880604,0.999996,747747.265030,2432.667754,1743.143429,6.508843,29.707587,676251.652291,1366.639644,3607.514160,1189.693410,19.543880,17.481386,75.370678,0.998287,332926.824073,1160.731276,909.333520,6.519310,29.796439,6876420.723456,2616.688914,28936.080078,1205.559357,17.509443,16.754995,64.815385,0.995993,42139713.444918,1206.487073,1831.050103,6.518904,29.697973,451473.137807,1295.078291,2908.077393,1189.618419,18.915469,17.170963,75.475547,0.996658,161410.646291,2964.813990,3099.987476,6.504504,29.562544,2607868.148406,1848.645251,10486.508789,1197.379557,18.710442,17.000122,61.453606,0.997066,5501480.240662,2456319.529791,0.999849,0.001359,0.985000,-0.000151,0.001359
WASP-12b_00048_bdf.fits,0.000000,56319.525531,2456319.525531,2456319.524952,2456319.530406,2456319.531170,1.305005,49.958075,-19.960000,100,6.509110,29.672297,18.348803,18,32,48,0.093310,0.106335,0.088601,0.112214,0.118064,0.069783,0.129420,0.072738,0.071668,0.057859,0.553695,0.037709,0.266579,0.000124,0.000139,0.000131,0.000143,0.000145,0.000122,0.000151,0.000124,0.000123,0.000117,0.000301,0.000107,0.000223,751.425064,764.052400,676.827992,785.943924,813.374571,571.420890,858.312265,588.510370,584.110215,496.401664,1840.322462,352.513519,1196.041919,12621972.605970,4948.157837,2398.907630,2079.048032,6.509097,29.672298,1177753.672200,1017.876020,1497.811779,5575.305664,1170.651085,3431,19.985053,17.488022,62.599527,0.996146,1058419.470855,1874.866757,2193.764645,6.513393,29.660009,1213157.100360,1506.620660,5793.959961,1172.069694,19.738258,17.449373,66.729349,0.996677,1142970.945814,2743.295054,1398.562666,6.506274,29.745026,1027299.516043,1458.857087,5394.304688,1171.167814,18.772014,16.980110,64.485205,0.997431,921469.036438,3098.444916,3873.114049,6.503424,29.480552,1273457.522901,1531.857150,6929.728516,1179.543851,16.887485,15.734122,40.609514,0.989385,1822071.303370,3794.585087,2010.911905,6.497659,29.679270,1332837.678816,1541.760576,7415.367188,1175.019301,16.937112,16.114955,73.437462,0.992033,1867209.059564,1813.408225,2301.600978,6.513897,29.648482,823339.480846,1402.296109,4135.891602,1169.682853,19.813237,17.492353,66.662247,0.996539,522905.850825,678.169261,1477.777239,6.523231,29.736066,1446351.518640,1571.904611,7899.395020,1173.948162,17.686174,16.391910,66.873654,0.988141,2092966.617485,2831.852852,3214.902575,6.505573,29.550908,855843.605949,1412.753788,4531.283203,1173.852661,18.611519,16.696858,54.068624,0.994950,660034.684562,2864.592266,328.317653,6.505299,29.859521,844098.869928,1404.525930,5575.548340,1171.374221,15.628938,15.486063,28.914013,0.999074,889550.636078,2429.888789,1749.044793,6.508843,29.707566,690355.711580,1363.215748,3877.635254,1169.923124,19.597287,17.379250,63.944349,0.996483,376844.030208,1157.940424,915.097192,6.519311,29.796418,6988720.775303,2629.651570,32346.287109,1183.312158,17.289653,16.356857,54.873751,0.991328,48851288.119956,1203.673340,1836.766070,6.518904,29.697969,458663.409069,1288.590876,3079.145996,1169.229560,18.970035,17.047585,68.655192,0.994135,180261.832086,2962.070541,3105.628402,6.504505,29.562548,2656568.191838,1854.123971,11527.091797,1177.354921,18.617676,16.755532,54.741104,0.993757,6279979.325218,2456319.531170,1.001684,0.001333,0.985000,0.001684,0.001333
